# step       rmse_trn   rmse_lc_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 997100      1.47e-01      4.64e-03    3.3e-06
 997200      1.23e-01      3.89e-03    3.3e-06
 997300      1.37e-01      4.32e-03    3.3e-06
 997400      1.32e-01      4.17e-03    3.3e-06
 997500      1.02e-01      3.21e-03    3.3e-06
 997600      1.06e-01      3.34e-03    3.3e-06
 997700      1.41e-01      4.45e-03    3.3e-06
 997800      1.39e-01      4.40e-03    3.3e-06
 997900      1.20e-01      3.79e-03    3.3e-06
 998000      1.02e-01      3.24e-03    3.3e-06
 998100      1.13e-01      3.56e-03    3.3e-06
 998200      1.51e-01      4.77e-03    3.3e-06
 998300      1.03e-01      3.26e-03    3.3e-06
 998400      1.28e-01      4.05e-03    3.3e-06
 998500      1.28e-01      4.05e-03    3.3e-06
 998600      1.44e-01      4.55e-03    3.3e-06
 998700      1.17e-01      3.72e-03    3.3e-06
 998800      1.43e-01      4.52e-03    3.3e-06
 998900      1.51e-01      4.76e-03    3.3e-06
 999000      9.51e-02      3.01e-03    3.3e-06
 999100      1.39e-01      4.40e-03    3.3e-06
 999200      1.42e-01      4.49e-03    3.3e-06
 999300      1.51e-01      4.78e-03    3.3e-06
 999400      1.37e-01      4.33e-03    3.3e-06
 999500      1.24e-01      3.93e-03    3.3e-06
 999600      1.31e-01      4.14e-03    3.3e-06
 999700      1.45e-01      4.59e-03    3.3e-06
 999800      1.19e-01      3.75e-03    3.3e-06
 999900      1.35e-01      4.28e-03    3.3e-06
1000000      1.13e-01      3.59e-03    3.2e-06
1000100      1.18e-01      3.72e-03    3.2e-06
1000200      1.32e-01      4.19e-03    3.2e-06
1000300      1.47e-01      4.66e-03    3.2e-06
1000400      1.61e-01      5.08e-03    3.2e-06
1000500      1.62e-01      5.14e-03    3.2e-06
1000600      1.26e-01      3.99e-03    3.2e-06
1000700      1.42e-01      4.48e-03    3.2e-06
1000800      1.51e-01      4.79e-03    3.2e-06
1000900      1.30e-01      4.11e-03    3.2e-06
1001000      1.30e-01      4.11e-03    3.2e-06
1001100      1.42e-01      4.50e-03    3.2e-06
1001200      1.32e-01      4.18e-03    3.2e-06
1001300      9.87e-02      3.12e-03    3.2e-06
1001400      1.46e-01      4.62e-03    3.2e-06
1001500      1.13e-01      3.58e-03    3.2e-06
1001600      1.49e-01      4.72e-03    3.2e-06
1001700      1.34e-01      4.23e-03    3.2e-06
1001800      1.02e-01      3.22e-03    3.2e-06
1001900      1.03e-01      3.27e-03    3.2e-06
1002000      1.38e-01      4.37e-03    3.2e-06
1002100      1.53e-01      4.83e-03    3.2e-06
1002200      1.18e-01      3.73e-03    3.2e-06
1002300      1.33e-01      4.21e-03    3.2e-06
1002400      1.04e-01      3.29e-03    3.2e-06
1002500      1.24e-01      3.92e-03    3.2e-06
1002600      1.46e-01      4.62e-03    3.2e-06
1002700      1.33e-01      4.19e-03    3.2e-06
1002800      1.14e-01      3.60e-03    3.2e-06
1002900      1.48e-01      4.66e-03    3.2e-06
1003000      1.40e-01      4.41e-03    3.2e-06
1003100      1.10e-01      3.47e-03    3.2e-06
1003200      1.32e-01      4.19e-03    3.2e-06
1003300      1.15e-01      3.64e-03    3.2e-06
1003400      1.52e-01      4.79e-03    3.2e-06
1003500      1.29e-01      4.08e-03    3.2e-06
1003600      1.09e-01      3.45e-03    3.2e-06
1003700      1.40e-01      4.43e-03    3.2e-06
1003800      1.18e-01      3.73e-03    3.2e-06
1003900      1.58e-01      5.01e-03    3.2e-06
1004000      1.28e-01      4.04e-03    3.2e-06
1004100      1.07e-01      3.37e-03    3.2e-06
1004200      1.34e-01      4.23e-03    3.2e-06
1004300      1.51e-01      4.78e-03    3.2e-06
1004400      1.32e-01      4.17e-03    3.2e-06
1004500      1.36e-01      4.30e-03    3.2e-06
1004600      1.47e-01      4.64e-03    3.2e-06
1004700      1.46e-01      4.61e-03    3.2e-06
1004800      1.12e-01      3.53e-03    3.2e-06
1004900      1.10e-01      3.47e-03    3.2e-06
1005000      1.35e-01      4.26e-03    3.1e-06
1005100      1.16e-01      3.65e-03    3.1e-06
1005200      1.06e-01      3.34e-03    3.1e-06
1005300      1.30e-01      4.11e-03    3.1e-06
1005400      1.31e-01      4.14e-03    3.1e-06
1005500      1.28e-01      4.04e-03    3.1e-06
1005600      1.22e-01      3.85e-03    3.1e-06
1005700      1.36e-01      4.30e-03    3.1e-06
1005800      1.20e-01      3.80e-03    3.1e-06
1005900      1.67e-01      5.30e-03    3.1e-06
1006000      1.47e-01      4.64e-03    3.1e-06
1006100      1.21e-01      3.83e-03    3.1e-06
1006200      1.51e-01      4.79e-03    3.1e-06
1006300      1.22e-01      3.87e-03    3.1e-06
1006400      1.12e-01      3.55e-03    3.1e-06
1006500      1.42e-01      4.50e-03    3.1e-06
1006600      1.06e-01      3.35e-03    3.1e-06
1006700      1.35e-01      4.26e-03    3.1e-06
1006800      1.49e-01      4.73e-03    3.1e-06
1006900      1.14e-01      3.60e-03    3.1e-06
1007000      1.01e-01      3.20e-03    3.1e-06
1007100      1.48e-01      4.67e-03    3.1e-06
1007200      1.36e-01      4.29e-03    3.1e-06
1007300      1.16e-01      3.65e-03    3.1e-06
1007400      1.19e-01      3.75e-03    3.1e-06
1007500      1.37e-01      4.35e-03    3.1e-06
1007600      1.20e-01      3.81e-03    3.1e-06
1007700      1.30e-01      4.10e-03    3.1e-06
1007800      1.37e-01      4.34e-03    3.1e-06
1007900      1.14e-01      3.61e-03    3.1e-06
1008000      1.20e-01      3.80e-03    3.1e-06
1008100      1.06e-01      3.34e-03    3.1e-06
1008200      1.20e-01      3.78e-03    3.1e-06
1008300      1.43e-01      4.51e-03    3.1e-06
1008400      1.26e-01      3.97e-03    3.1e-06
1008500      9.97e-02      3.15e-03    3.1e-06
1008600      1.07e-01      3.39e-03    3.1e-06
1008700      1.58e-01      5.01e-03    3.1e-06
1008800      1.41e-01      4.45e-03    3.1e-06
1008900      1.38e-01      4.35e-03    3.1e-06
1009000      1.21e-01      3.83e-03    3.1e-06
1009100      1.32e-01      4.18e-03    3.1e-06
1009200      1.02e-01      3.22e-03    3.1e-06
1009300      1.27e-01      4.00e-03    3.1e-06
1009400      1.00e-01      3.18e-03    3.1e-06
1009500      1.30e-01      4.12e-03    3.1e-06
1009600      1.48e-01      4.67e-03    3.1e-06
1009700      1.42e-01      4.50e-03    3.1e-06
1009800      1.42e-01      4.50e-03    3.1e-06
1009900      1.33e-01      4.20e-03    3.1e-06
1010000      1.38e-01      4.37e-03    3.0e-06
1010100      1.19e-01      3.76e-03    3.0e-06
1010200      1.35e-01      4.27e-03    3.0e-06
1010300      9.85e-02      3.12e-03    3.0e-06
1010400      1.42e-01      4.49e-03    3.0e-06
1010500      1.07e-01      3.37e-03    3.0e-06
1010600      1.56e-01      4.94e-03    3.0e-06
1010700      1.44e-01      4.54e-03    3.0e-06
1010800      1.44e-01      4.57e-03    3.0e-06
1010900      1.26e-01      3.99e-03    3.0e-06
1011000      1.47e-01      4.63e-03    3.0e-06
1011100      1.19e-01      3.78e-03    3.0e-06
1011200      1.38e-01      4.35e-03    3.0e-06
1011300      1.30e-01      4.12e-03    3.0e-06
1011400      1.14e-01      3.61e-03    3.0e-06
1011500      1.21e-01      3.81e-03    3.0e-06
1011600      1.15e-01      3.65e-03    3.0e-06
1011700      1.24e-01      3.93e-03    3.0e-06
1011800      1.11e-01      3.52e-03    3.0e-06
1011900      1.33e-01      4.21e-03    3.0e-06
1012000      1.44e-01      4.56e-03    3.0e-06
1012100      1.03e-01      3.27e-03    3.0e-06
1012200      1.18e-01      3.74e-03    3.0e-06
1012300      1.37e-01      4.34e-03    3.0e-06
1012400      1.25e-01      3.96e-03    3.0e-06
1012500      1.36e-01      4.29e-03    3.0e-06
1012600      1.52e-01      4.82e-03    3.0e-06
1012700      1.33e-01      4.22e-03    3.0e-06
1012800      1.14e-01      3.61e-03    3.0e-06
1012900      1.32e-01      4.17e-03    3.0e-06
1013000      1.18e-01      3.72e-03    3.0e-06
1013100      1.35e-01      4.28e-03    3.0e-06
1013200      1.05e-01      3.32e-03    3.0e-06
1013300      1.56e-01      4.93e-03    3.0e-06
1013400      1.57e-01      4.97e-03    3.0e-06
1013500      1.31e-01      4.13e-03    3.0e-06
1013600      1.02e-01      3.23e-03    3.0e-06
1013700      1.34e-01      4.24e-03    3.0e-06
1013800      1.46e-01      4.62e-03    3.0e-06
1013900      1.04e-01      3.30e-03    3.0e-06
1014000      1.02e-01      3.22e-03    3.0e-06
1014100      1.12e-01      3.54e-03    3.0e-06
1014200      1.41e-01      4.47e-03    3.0e-06
1014300      1.25e-01      3.95e-03    3.0e-06
1014400      1.58e-01      5.00e-03    3.0e-06
1014500      1.06e-01      3.34e-03    3.0e-06
1014600      1.24e-01      3.91e-03    3.0e-06
1014700      1.36e-01      4.30e-03    3.0e-06
1014800      1.25e-01      3.96e-03    3.0e-06
1014900      1.39e-01      4.39e-03    3.0e-06
1015000      1.32e-01      4.19e-03    2.9e-06
1015100      1.53e-01      4.85e-03    2.9e-06
1015200      1.04e-01      3.29e-03    2.9e-06
1015300      1.43e-01      4.51e-03    2.9e-06
1015400      9.51e-02      3.01e-03    2.9e-06
1015500      1.25e-01      3.94e-03    2.9e-06
1015600      1.19e-01      3.78e-03    2.9e-06
1015700      1.26e-01      3.98e-03    2.9e-06
1015800      1.49e-01      4.70e-03    2.9e-06
1015900      1.20e-01      3.79e-03    2.9e-06
1016000      1.44e-01      4.55e-03    2.9e-06
1016100      1.53e-01      4.83e-03    2.9e-06
1016200      1.01e-01      3.21e-03    2.9e-06
1016300      1.40e-01      4.44e-03    2.9e-06
1016400      1.07e-01      3.38e-03    2.9e-06
1016500      1.28e-01      4.06e-03    2.9e-06
1016600      1.35e-01      4.27e-03    2.9e-06
1016700      1.48e-01      4.67e-03    2.9e-06
1016800      1.49e-01      4.72e-03    2.9e-06
1016900      1.41e-01      4.45e-03    2.9e-06
1017000      1.13e-01      3.58e-03    2.9e-06
1017100      1.30e-01      4.10e-03    2.9e-06
1017200      1.29e-01      4.09e-03    2.9e-06
1017300      1.53e-01      4.82e-03    2.9e-06
1017400      9.88e-02      3.13e-03    2.9e-06
1017500      1.31e-01      4.16e-03    2.9e-06
1017600      1.39e-01      4.40e-03    2.9e-06
1017700      1.39e-01      4.40e-03    2.9e-06
1017800      1.24e-01      3.93e-03    2.9e-06
1017900      1.42e-01      4.49e-03    2.9e-06
1018000      1.40e-01      4.42e-03    2.9e-06
1018100      1.26e-01      3.99e-03    2.9e-06
1018200      1.34e-01      4.25e-03    2.9e-06
1018300      1.26e-01      3.98e-03    2.9e-06
1018400      1.46e-01      4.62e-03    2.9e-06
1018500      1.58e-01      5.00e-03    2.9e-06
1018600      1.23e-01      3.90e-03    2.9e-06
1018700      1.22e-01      3.85e-03    2.9e-06
1018800      1.49e-01      4.71e-03    2.9e-06
1018900      1.27e-01      4.01e-03    2.9e-06
1019000      1.43e-01      4.53e-03    2.9e-06
1019100      1.20e-01      3.79e-03    2.9e-06
1019200      1.32e-01      4.18e-03    2.9e-06
1019300      9.56e-02      3.02e-03    2.9e-06
1019400      9.90e-02      3.13e-03    2.9e-06
1019500      1.44e-01      4.55e-03    2.9e-06
1019600      1.15e-01      3.63e-03    2.9e-06
1019700      1.27e-01      4.02e-03    2.9e-06
1019800      1.39e-01      4.40e-03    2.9e-06
1019900      1.39e-01      4.41e-03    2.9e-06
1020000      1.17e-01      3.69e-03    2.8e-06
1020100      1.42e-01      4.49e-03    2.8e-06
1020200      1.22e-01      3.87e-03    2.8e-06
1020300      1.29e-01      4.08e-03    2.8e-06
1020400      1.57e-01      4.97e-03    2.8e-06
1020500      1.54e-01      4.89e-03    2.8e-06
1020600      1.30e-01      4.12e-03    2.8e-06
1020700      1.48e-01      4.69e-03    2.8e-06
1020800      1.42e-01      4.48e-03    2.8e-06
1020900      1.51e-01      4.77e-03    2.8e-06
1021000      1.27e-01      4.02e-03    2.8e-06
1021100      1.27e-01      4.02e-03    2.8e-06
1021200      1.37e-01      4.34e-03    2.8e-06
1021300      1.30e-01      4.10e-03    2.8e-06
1021400      1.34e-01      4.25e-03    2.8e-06
1021500      1.52e-01      4.82e-03    2.8e-06
1021600      1.22e-01      3.86e-03    2.8e-06
1021700      1.18e-01      3.72e-03    2.8e-06
1021800      1.48e-01      4.67e-03    2.8e-06
1021900      1.24e-01      3.93e-03    2.8e-06
1022000      1.35e-01      4.27e-03    2.8e-06
1022100      1.24e-01      3.93e-03    2.8e-06
1022200      1.31e-01      4.13e-03    2.8e-06
1022300      1.19e-01      3.77e-03    2.8e-06
1022400      1.31e-01      4.15e-03    2.8e-06
1022500      1.01e-01      3.20e-03    2.8e-06
1022600      1.53e-01      4.82e-03    2.8e-06
1022700      1.02e-01      3.22e-03    2.8e-06
1022800      1.44e-01      4.54e-03    2.8e-06
1022900      1.00e-01      3.16e-03    2.8e-06
1023000      1.10e-01      3.48e-03    2.8e-06
1023100      1.20e-01      3.79e-03    2.8e-06
1023200      1.14e-01      3.62e-03    2.8e-06
1023300      1.46e-01      4.63e-03    2.8e-06
1023400      1.46e-01      4.60e-03    2.8e-06
1023500      1.41e-01      4.44e-03    2.8e-06
1023600      1.42e-01      4.49e-03    2.8e-06
1023700      1.31e-01      4.14e-03    2.8e-06
1023800      1.33e-01      4.21e-03    2.8e-06
1023900      1.30e-01      4.10e-03    2.8e-06
1024000      1.44e-01      4.56e-03    2.8e-06
1024100      1.51e-01      4.76e-03    2.8e-06
1024200      1.44e-01      4.55e-03    2.8e-06
1024300      1.31e-01      4.15e-03    2.8e-06
1024400      1.42e-01      4.48e-03    2.8e-06
1024500      1.15e-01      3.62e-03    2.8e-06
1024600      1.21e-01      3.82e-03    2.8e-06
1024700      1.18e-01      3.73e-03    2.8e-06
1024800      1.12e-01      3.56e-03    2.8e-06
1024900      1.28e-01      4.06e-03    2.8e-06
1025000      1.25e-01      3.95e-03    2.7e-06
1025100      1.19e-01      3.77e-03    2.7e-06
1025200      1.44e-01      4.54e-03    2.7e-06
1025300      1.30e-01      4.12e-03    2.7e-06
1025400      1.50e-01      4.75e-03    2.7e-06
1025500      1.21e-01      3.82e-03    2.7e-06
1025600      1.45e-01      4.58e-03    2.7e-06
1025700      1.27e-01      4.01e-03    2.7e-06
1025800      1.41e-01      4.47e-03    2.7e-06
1025900      1.23e-01      3.90e-03    2.7e-06
1026000      1.47e-01      4.63e-03    2.7e-06
1026100      1.31e-01      4.16e-03    2.7e-06
1026200      1.49e-01      4.71e-03    2.7e-06
1026300      1.48e-01      4.68e-03    2.7e-06
1026400      1.06e-01      3.35e-03    2.7e-06
1026500      1.56e-01      4.94e-03    2.7e-06
1026600      1.44e-01      4.57e-03    2.7e-06
1026700      1.31e-01      4.15e-03    2.7e-06
1026800      1.44e-01      4.56e-03    2.7e-06
1026900      1.17e-01      3.71e-03    2.7e-06
1027000      1.63e-01      5.15e-03    2.7e-06
1027100      1.38e-01      4.35e-03    2.7e-06
1027200      1.13e-01      3.57e-03    2.7e-06
1027300      1.50e-01      4.73e-03    2.7e-06
1027400      1.17e-01      3.69e-03    2.7e-06
1027500      1.04e-01      3.29e-03    2.7e-06
1027600      1.42e-01      4.48e-03    2.7e-06
1027700      1.45e-01      4.59e-03    2.7e-06
1027800      1.22e-01      3.86e-03    2.7e-06
1027900      1.30e-01      4.10e-03    2.7e-06
1028000      1.24e-01      3.94e-03    2.7e-06
1028100      1.30e-01      4.10e-03    2.7e-06
1028200      1.32e-01      4.19e-03    2.7e-06
1028300      1.60e-01      5.06e-03    2.7e-06
1028400      1.51e-01      4.77e-03    2.7e-06
1028500      1.31e-01      4.14e-03    2.7e-06
1028600      1.38e-01      4.37e-03    2.7e-06
1028700      1.27e-01      4.01e-03    2.7e-06
1028800      1.42e-01      4.48e-03    2.7e-06
1028900      1.28e-01      4.06e-03    2.7e-06
1029000      1.05e-01      3.32e-03    2.7e-06
1029100      1.06e-01      3.36e-03    2.7e-06
1029200      1.26e-01      3.98e-03    2.7e-06
1029300      1.40e-01      4.42e-03    2.7e-06
1029400      1.48e-01      4.68e-03    2.7e-06
1029500      1.19e-01      3.76e-03    2.7e-06
1029600      1.47e-01      4.64e-03    2.7e-06
1029700      1.09e-01      3.44e-03    2.7e-06
1029800      1.17e-01      3.69e-03    2.7e-06
1029900      1.35e-01      4.26e-03    2.7e-06
1030000      1.41e-01      4.45e-03    2.7e-06
1030100      1.14e-01      3.60e-03    2.7e-06
1030200      1.04e-01      3.27e-03    2.7e-06
1030300      1.13e-01      3.59e-03    2.7e-06
1030400      1.46e-01      4.61e-03    2.7e-06
1030500      1.13e-01      3.58e-03    2.7e-06
1030600      1.28e-01      4.06e-03    2.7e-06
1030700      1.00e-01      3.17e-03    2.7e-06
1030800      1.42e-01      4.49e-03    2.7e-06
1030900      1.17e-01      3.70e-03    2.7e-06
1031000      1.46e-01      4.62e-03    2.7e-06
1031100      1.24e-01      3.92e-03    2.7e-06
1031200      1.30e-01      4.12e-03    2.7e-06
1031300      1.10e-01      3.48e-03    2.7e-06
1031400      1.20e-01      3.80e-03    2.7e-06
1031500      1.19e-01      3.76e-03    2.7e-06
1031600      1.40e-01      4.42e-03    2.7e-06
1031700      1.58e-01      5.00e-03    2.7e-06
1031800      1.10e-01      3.48e-03    2.7e-06
1031900      1.39e-01      4.41e-03    2.7e-06
1032000      1.24e-01      3.92e-03    2.7e-06
1032100      1.20e-01      3.79e-03    2.7e-06
1032200      1.12e-01      3.55e-03    2.7e-06
1032300      1.27e-01      4.01e-03    2.7e-06
1032400      1.01e-01      3.21e-03    2.7e-06
1032500      1.18e-01      3.72e-03    2.7e-06
1032600      1.37e-01      4.34e-03    2.7e-06
1032700      1.15e-01      3.62e-03    2.7e-06
1032800      1.29e-01      4.09e-03    2.7e-06
1032900      1.10e-01      3.49e-03    2.7e-06
1033000      1.14e-01      3.62e-03    2.7e-06
1033100      1.08e-01      3.42e-03    2.7e-06
1033200      1.15e-01      3.64e-03    2.7e-06
1033300      1.41e-01      4.47e-03    2.7e-06
1033400      1.32e-01      4.17e-03    2.7e-06
1033500      1.36e-01      4.29e-03    2.7e-06
1033600      1.36e-01      4.29e-03    2.7e-06
1033700      1.18e-01      3.73e-03    2.7e-06
1033800      1.13e-01      3.59e-03    2.7e-06
1033900      1.27e-01      4.03e-03    2.7e-06
1034000      1.37e-01      4.34e-03    2.7e-06
1034100      1.41e-01      4.47e-03    2.7e-06
1034200      1.15e-01      3.64e-03    2.7e-06
1034300      1.40e-01      4.44e-03    2.7e-06
1034400      1.41e-01      4.45e-03    2.7e-06
1034500      1.25e-01      3.95e-03    2.7e-06
1034600      1.43e-01      4.53e-03    2.7e-06
1034700      1.37e-01      4.32e-03    2.7e-06
1034800      1.47e-01      4.66e-03    2.7e-06
1034900      1.16e-01      3.67e-03    2.7e-06
1035000      1.03e-01      3.24e-03    2.6e-06
1035100      1.52e-01      4.80e-03    2.6e-06
1035200      1.35e-01      4.27e-03    2.6e-06
1035300      1.42e-01      4.48e-03    2.6e-06
1035400      1.38e-01      4.38e-03    2.6e-06
1035500      1.48e-01      4.67e-03    2.6e-06
1035600      1.51e-01      4.78e-03    2.6e-06
1035700      1.51e-01      4.76e-03    2.6e-06
1035800      1.45e-01      4.60e-03    2.6e-06
1035900      1.53e-01      4.83e-03    2.6e-06
1036000      1.34e-01      4.24e-03    2.6e-06
1036100      1.47e-01      4.65e-03    2.6e-06
1036200      1.49e-01      4.71e-03    2.6e-06
1036300      1.05e-01      3.31e-03    2.6e-06
1036400      1.34e-01      4.25e-03    2.6e-06
1036500      1.30e-01      4.10e-03    2.6e-06
1036600      1.24e-01      3.91e-03    2.6e-06
1036700      1.30e-01      4.13e-03    2.6e-06
1036800      1.35e-01      4.27e-03    2.6e-06
1036900      1.15e-01      3.64e-03    2.6e-06
1037000      1.38e-01      4.38e-03    2.6e-06
1037100      1.46e-01      4.62e-03    2.6e-06
1037200      1.12e-01      3.55e-03    2.6e-06
1037300      1.20e-01      3.78e-03    2.6e-06
1037400      1.23e-01      3.88e-03    2.6e-06
1037500      1.48e-01      4.67e-03    2.6e-06
1037600      1.39e-01      4.39e-03    2.6e-06
1037700      1.42e-01      4.49e-03    2.6e-06
1037800      1.42e-01      4.48e-03    2.6e-06
1037900      1.29e-01      4.07e-03    2.6e-06
1038000      1.51e-01      4.76e-03    2.6e-06
1038100      1.26e-01      3.98e-03    2.6e-06
1038200      1.34e-01      4.24e-03    2.6e-06
1038300      1.43e-01      4.52e-03    2.6e-06
1038400      1.04e-01      3.29e-03    2.6e-06
1038500      1.08e-01      3.41e-03    2.6e-06
1038600      1.18e-01      3.72e-03    2.6e-06
1038700      1.26e-01      4.00e-03    2.6e-06
1038800      1.50e-01      4.75e-03    2.6e-06
1038900      1.18e-01      3.74e-03    2.6e-06
1039000      1.03e-01      3.26e-03    2.6e-06
1039100      1.21e-01      3.82e-03    2.6e-06
1039200      1.17e-01      3.69e-03    2.6e-06
1039300      1.21e-01      3.82e-03    2.6e-06
1039400      1.29e-01      4.07e-03    2.6e-06
1039500      1.41e-01      4.46e-03    2.6e-06
1039600      1.26e-01      4.00e-03    2.6e-06
1039700      1.09e-01      3.44e-03    2.6e-06
1039800      1.17e-01      3.71e-03    2.6e-06
1039900      1.38e-01      4.37e-03    2.6e-06
1040000      1.28e-01      4.05e-03    2.5e-06
1040100      1.53e-01      4.83e-03    2.5e-06
1040200      1.46e-01      4.60e-03    2.5e-06
1040300      1.02e-01      3.24e-03    2.5e-06
1040400      1.03e-01      3.25e-03    2.5e-06
1040500      1.12e-01      3.53e-03    2.5e-06
1040600      1.48e-01      4.68e-03    2.5e-06
1040700      1.08e-01      3.40e-03    2.5e-06
1040800      1.43e-01      4.52e-03    2.5e-06
1040900      1.25e-01      3.95e-03    2.5e-06
1041000      1.34e-01      4.23e-03    2.5e-06
1041100      1.28e-01      4.04e-03    2.5e-06
1041200      1.64e-01      5.19e-03    2.5e-06
1041300      1.14e-01      3.60e-03    2.5e-06
1041400      1.34e-01      4.22e-03    2.5e-06
1041500      1.13e-01      3.59e-03    2.5e-06
1041600      1.28e-01      4.06e-03    2.5e-06
1041700      1.18e-01      3.74e-03    2.5e-06
1041800      1.46e-01      4.61e-03    2.5e-06
1041900      1.20e-01      3.79e-03    2.5e-06
1042000      1.41e-01      4.45e-03    2.5e-06
1042100      1.22e-01      3.87e-03    2.5e-06
1042200      1.25e-01      3.95e-03    2.5e-06
1042300      1.07e-01      3.38e-03    2.5e-06
1042400      1.38e-01      4.37e-03    2.5e-06
1042500      9.94e-02      3.14e-03    2.5e-06
1042600      1.30e-01      4.11e-03    2.5e-06
1042700      1.30e-01      4.10e-03    2.5e-06
1042800      1.51e-01      4.77e-03    2.5e-06
1042900      1.46e-01      4.60e-03    2.5e-06
1043000      1.26e-01      3.97e-03    2.5e-06
1043100      1.28e-01      4.04e-03    2.5e-06
1043200      1.44e-01      4.55e-03    2.5e-06
1043300      1.38e-01      4.36e-03    2.5e-06
1043400      1.20e-01      3.79e-03    2.5e-06
1043500      1.16e-01      3.68e-03    2.5e-06
1043600      1.50e-01      4.75e-03    2.5e-06
1043700      1.52e-01      4.79e-03    2.5e-06
1043800      1.38e-01      4.37e-03    2.5e-06
1043900      1.27e-01      4.03e-03    2.5e-06
1044000      1.37e-01      4.32e-03    2.5e-06
1044100      1.15e-01      3.63e-03    2.5e-06
1044200      1.32e-01      4.19e-03    2.5e-06
1044300      1.02e-01      3.22e-03    2.5e-06
1044400      1.35e-01      4.26e-03    2.5e-06
1044500      1.12e-01      3.53e-03    2.5e-06
1044600      1.52e-01      4.82e-03    2.5e-06
1044700      1.20e-01      3.81e-03    2.5e-06
1044800      1.35e-01      4.28e-03    2.5e-06
1044900      1.52e-01      4.80e-03    2.5e-06
1045000      1.44e-01      4.56e-03    2.4e-06
1045100      1.18e-01      3.74e-03    2.4e-06
1045200      1.51e-01      4.76e-03    2.4e-06
1045300      1.29e-01      4.09e-03    2.4e-06
1045400      1.42e-01      4.49e-03    2.4e-06
1045500      1.34e-01      4.24e-03    2.4e-06
1045600      1.07e-01      3.38e-03    2.4e-06
1045700      1.32e-01      4.17e-03    2.4e-06
1045800      1.33e-01      4.19e-03    2.4e-06
1045900      1.35e-01      4.27e-03    2.4e-06
1046000      1.28e-01      4.05e-03    2.4e-06
1046100      1.26e-01      3.98e-03    2.4e-06
1046200      1.23e-01      3.89e-03    2.4e-06
1046300      1.19e-01      3.77e-03    2.4e-06
1046400      1.34e-01      4.23e-03    2.4e-06
1046500      1.41e-01      4.47e-03    2.4e-06
1046600      1.36e-01      4.29e-03    2.4e-06
1046700      1.34e-01      4.24e-03    2.4e-06
1046800      1.25e-01      3.94e-03    2.4e-06
1046900      1.18e-01      3.74e-03    2.4e-06
1047000      1.38e-01      4.36e-03    2.4e-06
1047100      1.20e-01      3.78e-03    2.4e-06
1047200      1.10e-01      3.48e-03    2.4e-06
1047300      1.49e-01      4.70e-03    2.4e-06
1047400      1.09e-01      3.45e-03    2.4e-06
1047500      1.42e-01      4.48e-03    2.4e-06
1047600      1.24e-01      3.93e-03    2.4e-06
1047700      1.35e-01      4.26e-03    2.4e-06
1047800      1.50e-01      4.73e-03    2.4e-06
1047900      1.40e-01      4.43e-03    2.4e-06
1048000      1.14e-01      3.61e-03    2.4e-06
1048100      1.26e-01      3.97e-03    2.4e-06
1048200      1.35e-01      4.27e-03    2.4e-06
1048300      1.22e-01      3.87e-03    2.4e-06
1048400      1.47e-01      4.66e-03    2.4e-06
1048500      1.12e-01      3.53e-03    2.4e-06
1048600      1.02e-01      3.22e-03    2.4e-06
1048700      1.27e-01      4.00e-03    2.4e-06
1048800      1.13e-01      3.57e-03    2.4e-06
1048900      1.38e-01      4.37e-03    2.4e-06
1049000      1.29e-01      4.07e-03    2.4e-06
1049100      1.04e-01      3.28e-03    2.4e-06
1049200      1.47e-01      4.63e-03    2.4e-06
1049300      1.33e-01      4.22e-03    2.4e-06
1049400      1.16e-01      3.66e-03    2.4e-06
1049500      1.27e-01      4.01e-03    2.4e-06
1049600      1.21e-01      3.81e-03    2.4e-06
1049700      1.34e-01      4.24e-03    2.4e-06
1049800      1.47e-01      4.65e-03    2.4e-06
1049900      1.48e-01      4.68e-03    2.4e-06
1050000      1.56e-01      4.95e-03    2.4e-06
1050100      1.34e-01      4.24e-03    2.4e-06
1050200      1.32e-01      4.18e-03    2.4e-06
1050300      1.23e-01      3.90e-03    2.4e-06
1050400      1.35e-01      4.27e-03    2.4e-06
1050500      1.31e-01      4.15e-03    2.4e-06
1050600      1.16e-01      3.68e-03    2.4e-06
1050700      1.39e-01      4.41e-03    2.4e-06
1050800      1.42e-01      4.50e-03    2.4e-06
1050900      1.32e-01      4.18e-03    2.4e-06
1051000      1.30e-01      4.12e-03    2.4e-06
1051100      1.41e-01      4.46e-03    2.4e-06
1051200      1.18e-01      3.74e-03    2.4e-06
1051300      1.34e-01      4.25e-03    2.4e-06
1051400      9.42e-02      2.98e-03    2.4e-06
1051500      1.33e-01      4.21e-03    2.4e-06
1051600      1.49e-01      4.71e-03    2.4e-06
1051700      1.43e-01      4.52e-03    2.4e-06
1051800      1.33e-01      4.20e-03    2.4e-06
1051900      1.11e-01      3.51e-03    2.4e-06
1052000      1.37e-01      4.33e-03    2.4e-06
1052100      1.23e-01      3.90e-03    2.4e-06
1052200      1.38e-01      4.38e-03    2.4e-06
1052300      1.04e-01      3.29e-03    2.4e-06
1052400      1.43e-01      4.51e-03    2.4e-06
1052500      9.91e-02      3.13e-03    2.4e-06
1052600      1.49e-01      4.71e-03    2.4e-06
1052700      1.07e-01      3.39e-03    2.4e-06
