# step       rmse_trn   rmse_lc_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  55600      1.64e-01      5.17e-03    7.3e-04
  55700      1.69e-01      5.33e-03    7.3e-04
  55800      1.20e-01      3.81e-03    7.3e-04
  55900      1.51e-01      4.78e-03    7.3e-04
  56000      1.48e-01      4.69e-03    7.3e-04
  56100      1.17e-01      3.72e-03    7.3e-04
  56200      1.47e-01      4.65e-03    7.3e-04
  56300      1.69e-01      5.35e-03    7.3e-04
  56400      1.48e-01      4.67e-03    7.3e-04
  56500      1.73e-01      5.46e-03    7.3e-04
  56600      1.41e-01      4.45e-03    7.3e-04
  56700      1.35e-01      4.27e-03    7.3e-04
  56800      1.38e-01      4.38e-03    7.3e-04
  56900      1.16e-01      3.68e-03    7.3e-04
  57000      1.51e-01      4.79e-03    7.3e-04
  57100      1.30e-01      4.10e-03    7.3e-04
  57200      1.47e-01      4.64e-03    7.3e-04
  57300      1.25e-01      3.95e-03    7.3e-04
  57400      1.25e-01      3.97e-03    7.3e-04
  57500      1.68e-01      5.32e-03    7.3e-04
  57600      1.28e-01      4.06e-03    7.3e-04
  57700      1.25e-01      3.96e-03    7.3e-04
  57800      1.49e-01      4.72e-03    7.3e-04
  57900      1.55e-01      4.91e-03    7.3e-04
  58000      1.44e-01      4.56e-03    7.3e-04
  58100      1.37e-01      4.34e-03    7.3e-04
  58200      1.24e-01      3.92e-03    7.3e-04
  58300      1.40e-01      4.42e-03    7.3e-04
  58400      1.57e-01      4.98e-03    7.3e-04
  58500      1.50e-01      4.74e-03    7.3e-04
  58600      1.55e-01      4.89e-03    7.3e-04
  58700      1.28e-01      4.06e-03    7.3e-04
  58800      1.48e-01      4.68e-03    7.3e-04
  58900      1.38e-01      4.35e-03    7.3e-04
  59000      1.51e-01      4.76e-03    7.3e-04
  59100      1.48e-01      4.68e-03    7.3e-04
  59200      1.47e-01      4.66e-03    7.3e-04
  59300      1.66e-01      5.26e-03    7.3e-04
  59400      1.41e-01      4.46e-03    7.3e-04
  59500      1.41e-01      4.47e-03    7.3e-04
  59600      1.75e-01      5.52e-03    7.3e-04
  59700      1.74e-01      5.50e-03    7.3e-04
  59800      1.39e-01      4.38e-03    7.3e-04
  59900      1.41e-01      4.44e-03    7.3e-04
  60000      1.48e-01      4.67e-03    7.1e-04
  60100      1.53e-01      4.84e-03    7.1e-04
  60200      1.51e-01      4.76e-03    7.1e-04
  60300      1.43e-01      4.53e-03    7.1e-04
  60400      2.01e-01      6.37e-03    7.1e-04
  60500      1.36e-01      4.30e-03    7.1e-04
  60600      1.15e-01      3.63e-03    7.1e-04
  60700      1.47e-01      4.63e-03    7.1e-04
  60800      1.30e-01      4.12e-03    7.1e-04
  60900      1.38e-01      4.37e-03    7.1e-04
  61000      1.56e-01      4.94e-03    7.1e-04
  61100      1.69e-01      5.35e-03    7.1e-04
  61200      1.68e-01      5.30e-03    7.1e-04
  61300      1.47e-01      4.66e-03    7.1e-04
  61400      1.24e-01      3.91e-03    7.1e-04
  61500      1.58e-01      5.00e-03    7.1e-04
  61600      1.51e-01      4.79e-03    7.1e-04
  61700      1.41e-01      4.45e-03    7.1e-04
  61800      1.61e-01      5.09e-03    7.1e-04
  61900      1.16e-01      3.66e-03    7.1e-04
  62000      1.53e-01      4.85e-03    7.1e-04
  62100      1.10e-01      3.49e-03    7.1e-04
  62200      1.26e-01      3.99e-03    7.1e-04
  62300      1.49e-01      4.72e-03    7.1e-04
  62400      1.52e-01      4.81e-03    7.1e-04
  62500      1.67e-01      5.28e-03    7.1e-04
  62600      1.75e-01      5.53e-03    7.1e-04
  62700      1.58e-01      5.00e-03    7.1e-04
  62800      1.67e-01      5.30e-03    7.1e-04
  62900      1.41e-01      4.45e-03    7.1e-04
  63000      1.64e-01      5.20e-03    7.1e-04
  63100      1.60e-01      5.05e-03    7.1e-04
  63200      1.56e-01      4.93e-03    7.1e-04
  63300      1.38e-01      4.35e-03    7.1e-04
  63400      1.56e-01      4.93e-03    7.1e-04
  63500      1.47e-01      4.65e-03    7.1e-04
  63600      1.21e-01      3.83e-03    7.1e-04
  63700      1.47e-01      4.64e-03    7.1e-04
  63800      1.14e-01      3.59e-03    7.1e-04
  63900      1.48e-01      4.70e-03    7.1e-04
  64000      1.44e-01      4.55e-03    7.1e-04
  64100      1.49e-01      4.71e-03    7.1e-04
  64200      1.36e-01      4.29e-03    7.1e-04
  64300      1.74e-01      5.52e-03    7.1e-04
  64400      1.53e-01      4.83e-03    7.1e-04
  64500      1.56e-01      4.94e-03    7.1e-04
  64600      1.55e-01      4.90e-03    7.1e-04
  64700      1.56e-01      4.92e-03    7.1e-04
  64800      1.61e-01      5.10e-03    7.1e-04
  64900      2.01e-01      6.36e-03    7.1e-04
  65000      1.37e-01      4.32e-03    6.9e-04
  65100      1.27e-01      4.02e-03    6.9e-04
  65200      1.32e-01      4.18e-03    6.9e-04
  65300      1.40e-01      4.44e-03    6.9e-04
  65400      1.60e-01      5.07e-03    6.9e-04
  65500      1.80e-01      5.69e-03    6.9e-04
  65600      1.50e-01      4.75e-03    6.9e-04
  65700      1.57e-01      4.97e-03    6.9e-04
  65800      1.45e-01      4.59e-03    6.9e-04
  65900      1.56e-01      4.93e-03    6.9e-04
  66000      1.57e-01      4.98e-03    6.9e-04
  66100      1.20e-01      3.80e-03    6.9e-04
  66200      1.29e-01      4.09e-03    6.9e-04
  66300      1.13e-01      3.59e-03    6.9e-04
  66400      1.56e-01      4.94e-03    6.9e-04
  66500      1.62e-01      5.11e-03    6.9e-04
  66600      1.28e-01      4.04e-03    6.9e-04
  66700      1.38e-01      4.36e-03    6.9e-04
  66800      1.56e-01      4.95e-03    6.9e-04
  66900      1.49e-01      4.71e-03    6.9e-04
  67000      1.52e-01      4.82e-03    6.9e-04
  67100      1.51e-01      4.76e-03    6.9e-04
  67200      1.33e-01      4.21e-03    6.9e-04
  67300      1.62e-01      5.14e-03    6.9e-04
  67400      1.36e-01      4.29e-03    6.9e-04
  67500      1.51e-01      4.79e-03    6.9e-04
  67600      1.49e-01      4.72e-03    6.9e-04
  67700      1.59e-01      5.03e-03    6.9e-04
  67800      1.62e-01      5.11e-03    6.9e-04
  67900      1.47e-01      4.65e-03    6.9e-04
  68000      1.28e-01      4.06e-03    6.9e-04
  68100      1.59e-01      5.04e-03    6.9e-04
  68200      1.58e-01      5.01e-03    6.9e-04
  68300      1.48e-01      4.67e-03    6.9e-04
  68400      1.55e-01      4.89e-03    6.9e-04
  68500      1.17e-01      3.70e-03    6.9e-04
  68600      1.60e-01      5.06e-03    6.9e-04
  68700      1.39e-01      4.39e-03    6.9e-04
  68800      1.36e-01      4.30e-03    6.9e-04
  68900      1.53e-01      4.84e-03    6.9e-04
  69000      1.37e-01      4.34e-03    6.9e-04
  69100      1.32e-01      4.18e-03    6.9e-04
  69200      1.57e-01      4.98e-03    6.9e-04
  69300      1.48e-01      4.68e-03    6.9e-04
  69400      1.33e-01      4.20e-03    6.9e-04
  69500      1.49e-01      4.70e-03    6.9e-04
  69600      1.63e-01      5.16e-03    6.9e-04
  69700      1.42e-01      4.49e-03    6.9e-04
  69800      1.19e-01      3.76e-03    6.9e-04
  69900      1.17e-01      3.71e-03    6.9e-04
  70000      1.32e-01      4.18e-03    6.7e-04
  70100      1.41e-01      4.45e-03    6.7e-04
  70200      1.63e-01      5.16e-03    6.7e-04
  70300      1.44e-01      4.56e-03    6.7e-04
  70400      1.35e-01      4.27e-03    6.7e-04
  70500      1.25e-01      3.95e-03    6.7e-04
  70600      1.15e-01      3.65e-03    6.7e-04
  70700      1.46e-01      4.62e-03    6.7e-04
  70800      1.34e-01      4.23e-03    6.7e-04
  70900      1.44e-01      4.55e-03    6.7e-04
  71000      1.47e-01      4.66e-03    6.7e-04
  71100      1.42e-01      4.50e-03    6.7e-04
  71200      1.43e-01      4.51e-03    6.7e-04
  71300      1.38e-01      4.37e-03    6.7e-04
  71400      1.46e-01      4.62e-03    6.7e-04
  71500      1.44e-01      4.56e-03    6.7e-04
  71600      1.43e-01      4.51e-03    6.7e-04
  71700      1.19e-01      3.77e-03    6.7e-04
  71800      1.36e-01      4.29e-03    6.7e-04
  71900      1.18e-01      3.73e-03    6.7e-04
  72000      1.31e-01      4.13e-03    6.7e-04
  72100      1.46e-01      4.61e-03    6.7e-04
  72200      1.55e-01      4.89e-03    6.7e-04
  72300      1.40e-01      4.42e-03    6.7e-04
  72400      1.21e-01      3.83e-03    6.7e-04
  72500      1.51e-01      4.77e-03    6.7e-04
  72600      1.56e-01      4.93e-03    6.7e-04
  72700      1.28e-01      4.05e-03    6.7e-04
  72800      1.34e-01      4.24e-03    6.7e-04
  72900      1.29e-01      4.07e-03    6.7e-04
  73000      1.51e-01      4.79e-03    6.7e-04
  73100      1.65e-01      5.21e-03    6.7e-04
  73200      1.39e-01      4.40e-03    6.7e-04
  73300      1.56e-01      4.93e-03    6.7e-04
  73400      1.57e-01      4.96e-03    6.7e-04
  73500      1.48e-01      4.69e-03    6.7e-04
  73600      1.62e-01      5.12e-03    6.7e-04
  73700      1.51e-01      4.78e-03    6.7e-04
  73800      1.37e-01      4.34e-03    6.7e-04
  73900      1.46e-01      4.63e-03    6.7e-04
  74000      1.58e-01      4.99e-03    6.7e-04
  74100      1.33e-01      4.21e-03    6.7e-04
  74200      1.54e-01      4.88e-03    6.7e-04
  74300      1.25e-01      3.96e-03    6.7e-04
  74400      1.42e-01      4.49e-03    6.7e-04
  74500      1.38e-01      4.36e-03    6.7e-04
  74600      1.50e-01      4.74e-03    6.7e-04
  74700      1.25e-01      3.96e-03    6.7e-04
  74800      1.42e-01      4.48e-03    6.7e-04
  74900      1.60e-01      5.06e-03    6.7e-04
  75000      1.49e-01      4.71e-03    6.5e-04
  75100      1.53e-01      4.83e-03    6.5e-04
  75200      1.30e-01      4.11e-03    6.5e-04
  75300      1.57e-01      4.96e-03    6.5e-04
  75400      1.40e-01      4.41e-03    6.5e-04
  75500      1.51e-01      4.77e-03    6.5e-04
  75600      1.21e-01      3.84e-03    6.5e-04
  75700      1.39e-01      4.38e-03    6.5e-04
  75800      1.59e-01      5.04e-03    6.5e-04
  75900      1.36e-01      4.31e-03    6.5e-04
  76000      1.08e-01      3.42e-03    6.5e-04
  76100      1.28e-01      4.04e-03    6.5e-04
  76200      1.32e-01      4.16e-03    6.5e-04
  76300      1.39e-01      4.40e-03    6.5e-04
  76400      1.53e-01      4.84e-03    6.5e-04
  76500      1.32e-01      4.17e-03    6.5e-04
  76600      1.31e-01      4.15e-03    6.5e-04
  76700      1.43e-01      4.51e-03    6.5e-04
  76800      1.59e-01      5.04e-03    6.5e-04
  76900      1.49e-01      4.71e-03    6.5e-04
  77000      1.62e-01      5.13e-03    6.5e-04
  77100      1.40e-01      4.41e-03    6.5e-04
  77200      1.59e-01      5.02e-03    6.5e-04
  77300      1.32e-01      4.19e-03    6.5e-04
  77400      1.44e-01      4.54e-03    6.5e-04
  77500      1.44e-01      4.56e-03    6.5e-04
  77600      1.66e-01      5.25e-03    6.5e-04
  77700      1.34e-01      4.22e-03    6.5e-04
  77800      1.66e-01      5.25e-03    6.5e-04
  77900      1.25e-01      3.97e-03    6.5e-04
  78000      1.39e-01      4.40e-03    6.5e-04
  78100      1.47e-01      4.64e-03    6.5e-04
  78200      1.49e-01      4.70e-03    6.5e-04
  78300      1.60e-01      5.06e-03    6.5e-04
  78400      1.33e-01      4.20e-03    6.5e-04
  78500      1.54e-01      4.86e-03    6.5e-04
  78600      1.54e-01      4.88e-03    6.5e-04
  78700      1.46e-01      4.62e-03    6.5e-04
  78800      1.49e-01      4.72e-03    6.5e-04
  78900      1.49e-01      4.70e-03    6.5e-04
  79000      1.62e-01      5.12e-03    6.5e-04
  79100      1.51e-01      4.76e-03    6.5e-04
  79200      1.24e-01      3.91e-03    6.5e-04
  79300      1.25e-01      3.94e-03    6.5e-04
  79400      1.54e-01      4.86e-03    6.5e-04
  79500      1.19e-01      3.75e-03    6.5e-04
  79600      1.26e-01      4.00e-03    6.5e-04
  79700      1.81e-01      5.72e-03    6.5e-04
  79800      1.54e-01      4.88e-03    6.5e-04
  79900      1.31e-01      4.16e-03    6.5e-04
  80000      1.35e-01      4.28e-03    6.3e-04
  80100      1.34e-01      4.23e-03    6.3e-04
  80200      1.50e-01      4.73e-03    6.3e-04
  80300      1.70e-01      5.37e-03    6.3e-04
  80400      1.50e-01      4.75e-03    6.3e-04
  80500      1.70e-01      5.37e-03    6.3e-04
  80600      1.29e-01      4.07e-03    6.3e-04
  80700      1.57e-01      4.98e-03    6.3e-04
  80800      1.53e-01      4.84e-03    6.3e-04
  80900      1.31e-01      4.16e-03    6.3e-04
  81000      1.47e-01      4.64e-03    6.3e-04
  81100      1.43e-01      4.52e-03    6.3e-04
  81200      1.37e-01      4.34e-03    6.3e-04
  81300      1.06e-01      3.35e-03    6.3e-04
  81400      1.52e-01      4.81e-03    6.3e-04
  81500      1.50e-01      4.73e-03    6.3e-04
  81600      1.37e-01      4.33e-03    6.3e-04
  81700      1.59e-01      5.04e-03    6.3e-04
  81800      1.48e-01      4.69e-03    6.3e-04
  81900      1.63e-01      5.17e-03    6.3e-04
  82000      1.40e-01      4.44e-03    6.3e-04
  82100      1.62e-01      5.13e-03    6.3e-04
  82200      1.34e-01      4.25e-03    6.3e-04
  82300      1.47e-01      4.66e-03    6.3e-04
  82400      1.53e-01      4.85e-03    6.3e-04
  82500      1.25e-01      3.96e-03    6.3e-04
  82600      1.37e-01      4.33e-03    6.3e-04
  82700      1.47e-01      4.63e-03    6.3e-04
  82800      1.30e-01      4.10e-03    6.3e-04
  82900      1.67e-01      5.27e-03    6.3e-04
  83000      1.40e-01      4.44e-03    6.3e-04
  83100      1.45e-01      4.59e-03    6.3e-04
  83200      1.50e-01      4.75e-03    6.3e-04
  83300      1.40e-01      4.42e-03    6.3e-04
  83400      1.51e-01      4.77e-03    6.3e-04
  83500      1.54e-01      4.87e-03    6.3e-04
  83600      1.26e-01      4.00e-03    6.3e-04
  83700      1.41e-01      4.45e-03    6.3e-04
  83800      1.47e-01      4.64e-03    6.3e-04
  83900      1.63e-01      5.15e-03    6.3e-04
  84000      1.47e-01      4.66e-03    6.3e-04
  84100      1.52e-01      4.81e-03    6.3e-04
  84200      1.46e-01      4.63e-03    6.3e-04
  84300      1.25e-01      3.95e-03    6.3e-04
  84400      1.28e-01      4.04e-03    6.3e-04
  84500      1.53e-01      4.85e-03    6.3e-04
  84600      1.12e-01      3.53e-03    6.3e-04
  84700      1.28e-01      4.05e-03    6.3e-04
  84800      1.35e-01      4.28e-03    6.3e-04
  84900      1.58e-01      4.99e-03    6.3e-04
  85000      1.32e-01      4.17e-03    6.1e-04
  85100      1.58e-01      5.00e-03    6.1e-04
  85200      1.46e-01      4.60e-03    6.1e-04
  85300      1.44e-01      4.55e-03    6.1e-04
  85400      1.23e-01      3.88e-03    6.1e-04
  85500      1.24e-01      3.91e-03    6.1e-04
  85600      1.12e-01      3.53e-03    6.1e-04
  85700      1.51e-01      4.79e-03    6.1e-04
  85800      1.42e-01      4.50e-03    6.1e-04
  85900      1.64e-01      5.17e-03    6.1e-04
  86000      1.71e-01      5.42e-03    6.1e-04
  86100      1.45e-01      4.58e-03    6.1e-04
  86200      1.12e-01      3.54e-03    6.1e-04
  86300      1.49e-01      4.71e-03    6.1e-04
  86400      1.61e-01      5.08e-03    6.1e-04
  86500      1.56e-01      4.92e-03    6.1e-04
  86600      1.62e-01      5.13e-03    6.1e-04
  86700      1.50e-01      4.74e-03    6.1e-04
  86800      1.47e-01      4.65e-03    6.1e-04
  86900      1.23e-01      3.89e-03    6.1e-04
  87000      1.17e-01      3.70e-03    6.1e-04
  87100      1.20e-01      3.78e-03    6.1e-04
  87200      1.31e-01      4.13e-03    6.1e-04
  87300      1.72e-01      5.44e-03    6.1e-04
  87400      1.51e-01      4.78e-03    6.1e-04
  87500      1.26e-01      4.00e-03    6.1e-04
  87600      1.45e-01      4.58e-03    6.1e-04
  87700      1.34e-01      4.24e-03    6.1e-04
  87800      1.30e-01      4.10e-03    6.1e-04
  87900      1.24e-01      3.91e-03    6.1e-04
  88000      1.38e-01      4.36e-03    6.1e-04
  88100      1.22e-01      3.86e-03    6.1e-04
  88200      1.55e-01      4.89e-03    6.1e-04
  88300      1.53e-01      4.85e-03    6.1e-04
  88400      1.39e-01      4.40e-03    6.1e-04
  88500      1.54e-01      4.88e-03    6.1e-04
  88600      1.12e-01      3.55e-03    6.1e-04
  88700      1.15e-01      3.65e-03    6.1e-04
  88800      1.08e-01      3.42e-03    6.1e-04
  88900      1.55e-01      4.90e-03    6.1e-04
  89000      1.47e-01      4.65e-03    6.1e-04
  89100      1.21e-01      3.83e-03    6.1e-04
  89200      1.36e-01      4.29e-03    6.1e-04
  89300      1.32e-01      4.18e-03    6.1e-04
  89400      1.26e-01      3.98e-03    6.1e-04
  89500      1.23e-01      3.90e-03    6.1e-04
  89600      1.33e-01      4.22e-03    6.1e-04
  89700      1.63e-01      5.15e-03    6.1e-04
  89800      1.50e-01      4.74e-03    6.1e-04
  89900      1.43e-01      4.52e-03    6.1e-04
  90000      1.39e-01      4.39e-03    6.0e-04
  90100      1.57e-01      4.96e-03    6.0e-04
  90200      1.58e-01      5.00e-03    6.0e-04
  90300      1.30e-01      4.11e-03    6.0e-04
  90400      1.64e-01      5.19e-03    6.0e-04
  90500      1.34e-01      4.22e-03    6.0e-04
  90600      1.53e-01      4.84e-03    6.0e-04
  90700      1.64e-01      5.17e-03    6.0e-04
  90800      1.39e-01      4.40e-03    6.0e-04
  90900      1.05e-01      3.33e-03    6.0e-04
  91000      1.21e-01      3.83e-03    6.0e-04
  91100      1.54e-01      4.88e-03    6.0e-04
  91200      1.52e-01      4.81e-03    6.0e-04
  91300      1.04e-01      3.30e-03    6.0e-04
  91400      1.20e-01      3.79e-03    6.0e-04
  91500      1.41e-01      4.47e-03    6.0e-04
  91600      1.60e-01      5.06e-03    6.0e-04
  91700      1.06e-01      3.36e-03    6.0e-04
  91800      1.33e-01      4.20e-03    6.0e-04
  91900      1.18e-01      3.74e-03    6.0e-04
  92000      1.41e-01      4.47e-03    6.0e-04
  92100      1.45e-01      4.58e-03    6.0e-04
  92200      1.45e-01      4.58e-03    6.0e-04
  92300      1.19e-01      3.78e-03    6.0e-04
  92400      1.51e-01      4.76e-03    6.0e-04
  92500      1.56e-01      4.93e-03    6.0e-04
  92600      1.62e-01      5.14e-03    6.0e-04
  92700      1.23e-01      3.90e-03    6.0e-04
  92800      1.23e-01      3.90e-03    6.0e-04
  92900      1.19e-01      3.77e-03    6.0e-04
  93000      1.53e-01      4.83e-03    6.0e-04
  93100      1.46e-01      4.62e-03    6.0e-04
  93200      1.58e-01      4.99e-03    6.0e-04
  93300      1.64e-01      5.20e-03    6.0e-04
  93400      1.53e-01      4.85e-03    6.0e-04
  93500      1.51e-01      4.79e-03    6.0e-04
  93600      1.14e-01      3.59e-03    6.0e-04
  93700      1.37e-01      4.32e-03    6.0e-04
  93800      1.38e-01      4.36e-03    6.0e-04
  93900      1.30e-01      4.12e-03    6.0e-04
  94000      1.34e-01      4.25e-03    6.0e-04
  94100      1.26e-01      3.99e-03    6.0e-04
  94200      1.23e-01      3.88e-03    6.0e-04
  94300      1.46e-01      4.63e-03    6.0e-04
  94400      1.61e-01      5.09e-03    6.0e-04
  94500      1.32e-01      4.18e-03    6.0e-04
  94600      1.54e-01      4.88e-03    6.0e-04
  94700      1.35e-01      4.26e-03    6.0e-04
  94800      1.55e-01      4.91e-03    6.0e-04
  94900      1.54e-01      4.86e-03    6.0e-04
  95000      1.49e-01      4.71e-03    5.8e-04
  95100      1.24e-01      3.93e-03    5.8e-04
  95200      1.41e-01      4.45e-03    5.8e-04
  95300      1.85e-01      5.85e-03    5.8e-04
  95400      1.35e-01      4.26e-03    5.8e-04
  95500      1.47e-01      4.65e-03    5.8e-04
  95600      1.56e-01      4.94e-03    5.8e-04
  95700      1.46e-01      4.61e-03    5.8e-04
