# step       rmse_trn    rmse_e_trn    rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  43000      1.11e+00      2.00e-02      3.87e-02    7.9e-04
  43100      1.11e+00      3.33e-03      3.92e-02    7.9e-04
  43200      9.84e-01      3.20e-03      3.49e-02    7.9e-04
  43300      8.02e-01      6.06e-03      2.84e-02    7.9e-04
  43400      1.03e+00      1.07e-02      3.65e-02    7.9e-04
  43500      8.52e-01      1.46e-02      2.99e-02    7.9e-04
  43600      9.07e-01      5.08e-03      3.21e-02    7.9e-04
  43700      1.08e+00      5.62e-03      3.83e-02    7.9e-04
  43800      1.94e+00      1.94e-03      6.87e-02    7.9e-04
  43900      9.27e-01      3.59e-03      3.29e-02    7.9e-04
  44000      1.09e+00      1.21e-02      3.84e-02    7.9e-04
  44100      9.11e-01      1.67e-03      3.23e-02    7.9e-04
  44200      1.06e+00      5.85e-03      3.76e-02    7.9e-04
  44300      1.20e+00      4.98e-04      4.27e-02    7.9e-04
  44400      1.04e+00      1.71e-03      3.70e-02    7.9e-04
  44500      9.92e-01      2.73e-04      3.52e-02    7.9e-04
  44600      9.45e-01      5.68e-03      3.35e-02    7.9e-04
  44700      1.17e+00      1.85e-02      4.11e-02    7.9e-04
  44800      1.28e+00      5.81e-03      4.53e-02    7.9e-04
  44900      1.02e+00      3.65e-03      3.63e-02    7.9e-04
  45000      1.07e+00      8.50e-04      3.86e-02    7.7e-04
  45100      1.08e+00      2.61e-04      3.90e-02    7.7e-04
  45200      9.57e-01      1.06e-02      3.42e-02    7.7e-04
  45300      9.85e-01      4.10e-03      3.54e-02    7.7e-04
  45400      9.24e-01      4.99e-03      3.32e-02    7.7e-04
  45500      9.34e-01      9.25e-03      3.35e-02    7.7e-04
  45600      1.05e+00      5.58e-03      3.77e-02    7.7e-04
  45700      7.75e-01      5.13e-03      2.78e-02    7.7e-04
  45800      2.29e+00      5.90e-02      7.98e-02    7.7e-04
  45900      1.22e+00      1.02e-02      4.38e-02    7.7e-04
  46000      1.09e+00      1.57e-03      3.93e-02    7.7e-04
  46100      1.01e+00      1.12e-02      3.63e-02    7.7e-04
  46200      1.34e+00      5.69e-03      4.81e-02    7.7e-04
  46300      1.25e+00      6.73e-03      4.50e-02    7.7e-04
  46400      8.26e-01      5.02e-03      2.97e-02    7.7e-04
  46500      1.05e+00      6.87e-03      3.76e-02    7.7e-04
  46600      1.09e+00      1.32e-02      3.89e-02    7.7e-04
  46700      1.19e+00      3.61e-03      4.28e-02    7.7e-04
  46800      1.09e+00      1.04e-02      3.91e-02    7.7e-04
  46900      9.45e-01      6.79e-03      3.39e-02    7.7e-04
  47000      1.15e+00      1.99e-02      4.07e-02    7.7e-04
  47100      9.73e-01      3.68e-04      3.50e-02    7.7e-04
  47200      8.63e-01      1.63e-02      3.06e-02    7.7e-04
  47300      9.95e-01      4.21e-03      3.58e-02    7.7e-04
  47400      9.38e-01      6.84e-05      3.38e-02    7.7e-04
  47500      1.33e+00      5.38e-02      4.40e-02    7.7e-04
  47600      9.66e-01      1.19e-02      3.45e-02    7.7e-04
  47700      9.18e-01      3.12e-03      3.30e-02    7.7e-04
  47800      1.02e+00      6.00e-04      3.66e-02    7.7e-04
  47900      8.30e-01      4.29e-03      2.98e-02    7.7e-04
  48000      1.05e+00      4.03e-03      3.79e-02    7.7e-04
  48100      8.27e-01      2.88e-03      2.98e-02    7.7e-04
  48200      1.00e+00      5.37e-03      3.61e-02    7.7e-04
  48300      9.63e-01      4.94e-03      3.46e-02    7.7e-04
  48400      9.82e-01      9.44e-04      3.53e-02    7.7e-04
  48500      1.11e+00      3.54e-03      3.98e-02    7.7e-04
  48600      8.71e-01      6.03e-03      3.13e-02    7.7e-04
  48700      1.29e+00      3.27e-03      4.63e-02    7.7e-04
  48800      9.89e-01      2.06e-03      3.56e-02    7.7e-04
  48900      9.16e-01      2.93e-03      3.30e-02    7.7e-04
  49000      1.63e+00      6.16e-03      5.86e-02    7.7e-04
  49100      1.08e+00      1.97e-03      3.87e-02    7.7e-04
  49200      9.57e-01      1.83e-02      3.39e-02    7.7e-04
  49300      1.22e+00      3.20e-03      4.37e-02    7.7e-04
  49400      9.90e-01      6.07e-03      3.56e-02    7.7e-04
  49500      1.07e+00      1.25e-02      3.83e-02    7.7e-04
  49600      9.69e-01      8.55e-03      3.48e-02    7.7e-04
  49700      1.13e+00      6.82e-04      4.07e-02    7.7e-04
  49800      1.08e+00      1.41e-02      3.87e-02    7.7e-04
  49900      1.05e+00      1.04e-02      3.77e-02    7.7e-04
  50000      1.14e+00      8.86e-03      4.16e-02    7.5e-04
  50100      8.53e-01      6.56e-03      3.11e-02    7.5e-04
  50200      1.23e+00      1.79e-02      4.45e-02    7.5e-04
  50300      1.01e+00      2.09e-03      3.67e-02    7.5e-04
  50400      9.22e-01      2.78e-03      3.36e-02    7.5e-04
  50500      9.84e-01      1.29e-04      3.59e-02    7.5e-04
  50600      8.85e-01      1.56e-02      3.18e-02    7.5e-04
  50700      1.03e+00      1.31e-02      3.72e-02    7.5e-04
  50800      1.01e+00      1.27e-02      3.65e-02    7.5e-04
  50900      8.57e-01      2.78e-03      3.13e-02    7.5e-04
  51000      9.34e-01      7.99e-03      3.40e-02    7.5e-04
  51100      1.24e+00      3.68e-03      4.52e-02    7.5e-04
  51200      9.15e-01      1.24e-02      3.31e-02    7.5e-04
  51300      8.74e-01      5.03e-03      3.19e-02    7.5e-04
  51400      1.09e+00      1.59e-02      3.92e-02    7.5e-04
  51500      9.07e-01      3.76e-03      3.31e-02    7.5e-04
  51600      9.30e-01      1.87e-03      3.39e-02    7.5e-04
  51700      1.01e+00      4.15e-03      3.70e-02    7.5e-04
  51800      8.23e-01      7.42e-03      2.99e-02    7.5e-04
  51900      9.84e-01      1.53e-02      3.55e-02    7.5e-04
  52000      9.69e-01      1.59e-03      3.54e-02    7.5e-04
  52100      1.16e+00      1.43e-02      4.19e-02    7.5e-04
  52200      1.04e+00      1.83e-03      3.78e-02    7.5e-04
  52300      1.01e+00      9.75e-04      3.71e-02    7.5e-04
  52400      1.04e+00      6.60e-03      3.80e-02    7.5e-04
  52500      9.04e-01      7.33e-03      3.29e-02    7.5e-04
  52600      8.84e-01      5.53e-03      3.22e-02    7.5e-04
  52700      2.26e+00      3.57e-04      8.26e-02    7.5e-04
  52800      8.61e-01      1.71e-02      3.08e-02    7.5e-04
  52900      8.47e-01      6.83e-03      3.08e-02    7.5e-04
  53000      9.23e-01      6.84e-03      3.36e-02    7.5e-04
  53100      8.37e-01      1.14e-02      3.03e-02    7.5e-04
  53200      1.12e+00      6.65e-04      4.10e-02    7.5e-04
  53300      1.09e+00      1.48e-02      3.95e-02    7.5e-04
  53400      1.02e+00      7.08e-03      3.72e-02    7.5e-04
  53500      9.16e-01      8.19e-03      3.33e-02    7.5e-04
  53600      9.75e-01      6.80e-03      3.55e-02    7.5e-04
  53700      9.07e-01      1.17e-02      3.28e-02    7.5e-04
  53800      9.76e-01      5.23e-03      3.56e-02    7.5e-04
  53900      1.34e+00      3.12e-02      4.77e-02    7.5e-04
  54000      8.66e-01      1.21e-03      3.16e-02    7.5e-04
  54100      1.29e+00      4.48e-03      4.69e-02    7.5e-04
  54200      9.73e-01      4.40e-03      3.55e-02    7.5e-04
  54300      8.39e-01      4.81e-03      3.06e-02    7.5e-04
  54400      9.76e-01      4.81e-03      3.56e-02    7.5e-04
  54500      9.28e-01      6.93e-03      3.38e-02    7.5e-04
  54600      9.95e-01      2.26e-03      3.63e-02    7.5e-04
  54700      1.51e+00      5.93e-03      5.52e-02    7.5e-04
  54800      9.86e-01      4.72e-03      3.59e-02    7.5e-04
  54900      7.92e-01      6.00e-03      2.88e-02    7.5e-04
  55000      8.26e-01      5.34e-03      3.05e-02    7.3e-04
  55100      8.82e-01      4.27e-03      3.26e-02    7.3e-04
  55200      8.76e-01      1.18e-02      3.21e-02    7.3e-04
  55300      8.16e-01      6.64e-04      3.02e-02    7.3e-04
  55400      9.02e-01      6.13e-03      3.33e-02    7.3e-04
  55500      9.34e-01      5.01e-03      3.45e-02    7.3e-04
  55600      9.46e-01      4.91e-04      3.50e-02    7.3e-04
  55700      1.10e+00      4.29e-02      3.73e-02    7.3e-04
  55800      8.23e-01      1.46e-02      2.99e-02    7.3e-04
  55900      7.82e-01      1.04e-02      2.87e-02    7.3e-04
  56000      9.19e-01      9.32e-03      3.39e-02    7.3e-04
  56100      8.78e-01      1.88e-03      3.25e-02    7.3e-04
  56200      9.36e-01      1.18e-03      3.47e-02    7.3e-04
  56300      1.08e+00      8.06e-03      3.97e-02    7.3e-04
  56400      8.71e-01      5.39e-03      3.22e-02    7.3e-04
  56500      8.77e-01      1.69e-03      3.25e-02    7.3e-04
  56600      1.36e+00      6.54e-02      4.39e-02    7.3e-04
  56700      8.61e-01      1.55e-04      3.19e-02    7.3e-04
  56800      8.37e-01      7.71e-03      3.08e-02    7.3e-04
  56900      9.19e-01      5.04e-03      3.40e-02    7.3e-04
  57000      9.59e-01      8.01e-03      3.54e-02    7.3e-04
  57100      8.62e-01      1.18e-04      3.19e-02    7.3e-04
  57200      9.25e-01      2.57e-03      3.43e-02    7.3e-04
  57300      9.98e-01      1.34e-03      3.70e-02    7.3e-04
  57400      8.48e-01      1.10e-02      3.11e-02    7.3e-04
  57500      9.19e-01      4.78e-03      3.40e-02    7.3e-04
  57600      9.58e-01      1.48e-02      3.50e-02    7.3e-04
  57700      8.11e-01      4.76e-03      3.00e-02    7.3e-04
  57800      8.50e-01      2.67e-03      3.15e-02    7.3e-04
  57900      1.08e+00      2.61e-02      3.88e-02    7.3e-04
  58000      1.00e+00      5.21e-03      3.71e-02    7.3e-04
  58100      2.09e+00      1.08e-03      7.74e-02    7.3e-04
  58200      1.05e+00      2.99e-02      3.72e-02    7.3e-04
  58300      9.19e-01      3.48e-03      3.40e-02    7.3e-04
  58400      1.06e+00      1.92e-03      3.92e-02    7.3e-04
  58500      1.39e+00      4.43e-03      5.14e-02    7.3e-04
  58600      1.17e+00      5.85e-03      4.32e-02    7.3e-04
  58700      8.67e-01      2.88e-02      3.02e-02    7.3e-04
  58800      9.76e-01      5.73e-03      3.61e-02    7.3e-04
  58900      9.34e-01      5.53e-03      3.45e-02    7.3e-04
  59000      8.45e-01      4.03e-03      3.13e-02    7.3e-04
  59100      1.35e+00      9.48e-03      4.97e-02    7.3e-04
  59200      8.65e-01      1.21e-03      3.20e-02    7.3e-04
  59300      9.02e-01      1.49e-03      3.34e-02    7.3e-04
  59400      1.07e+00      3.56e-03      3.97e-02    7.3e-04
  59500      7.97e-01      7.93e-03      2.94e-02    7.3e-04
  59600      1.08e+00      5.90e-03      3.98e-02    7.3e-04
  59700      9.22e-01      4.27e-03      3.41e-02    7.3e-04
  59800      1.61e+00      5.00e-02      5.64e-02    7.3e-04
  59900      9.75e-01      5.94e-04      3.61e-02    7.3e-04
  60000      8.63e-01      1.08e-02      3.21e-02    7.1e-04
  60100      8.59e-01      3.43e-03      3.22e-02    7.1e-04
  60200      8.47e-01      2.93e-03      3.18e-02    7.1e-04
  60300      8.86e-01      2.59e-03      3.33e-02    7.1e-04
  60400      1.02e+00      4.07e-03      3.81e-02    7.1e-04
  60500      9.96e-01      6.75e-04      3.74e-02    7.1e-04
  60600      7.54e-01      7.52e-03      2.82e-02    7.1e-04
  60700      1.89e+00      5.07e-02      6.80e-02    7.1e-04
  60800      8.67e-01      4.24e-03      3.25e-02    7.1e-04
  60900      1.02e+00      1.38e-02      3.78e-02    7.1e-04
  61000      9.05e-01      3.57e-03      3.40e-02    7.1e-04
  61100      9.65e-01      2.78e-02      3.45e-02    7.1e-04
  61200      1.10e+00      9.67e-03      4.12e-02    7.1e-04
  61300      9.62e-01      3.80e-04      3.61e-02    7.1e-04
  61400      9.00e-01      2.13e-03      3.38e-02    7.1e-04
  61500      9.53e-01      5.08e-03      3.57e-02    7.1e-04
  61600      8.66e-01      2.84e-03      3.25e-02    7.1e-04
  61700      9.24e-01      3.79e-03      3.47e-02    7.1e-04
  61800      9.86e-01      2.51e-03      3.70e-02    7.1e-04
  61900      7.88e-01      3.47e-03      2.96e-02    7.1e-04
  62000      8.63e-01      7.26e-03      3.23e-02    7.1e-04
  62100      9.66e-01      4.57e-03      3.63e-02    7.1e-04
  62200      1.02e+00      2.45e-02      3.71e-02    7.1e-04
  62300      8.56e-01      1.46e-02      3.16e-02    7.1e-04
  62400      8.68e-01      1.64e-02      3.19e-02    7.1e-04
  62500      9.11e-01      2.54e-03      3.42e-02    7.1e-04
  62600      9.16e-01      1.72e-02      3.37e-02    7.1e-04
  62700      9.02e-01      1.59e-02      3.33e-02    7.1e-04
  62800      8.86e-01      2.80e-03      3.33e-02    7.1e-04
  62900      8.27e-01      5.18e-03      3.10e-02    7.1e-04
  63000      9.69e-01      5.82e-03      3.63e-02    7.1e-04
  63100      8.64e-01      5.61e-03      3.24e-02    7.1e-04
  63200      8.81e-01      4.48e-03      3.30e-02    7.1e-04
  63300      8.38e-01      1.74e-03      3.15e-02    7.1e-04
  63400      8.94e-01      2.71e-03      3.36e-02    7.1e-04
  63500      8.68e-01      1.18e-02      3.23e-02    7.1e-04
  63600      8.83e-01      1.02e-02      3.29e-02    7.1e-04
  63700      9.68e-01      3.82e-03      3.63e-02    7.1e-04
  63800      7.99e-01      2.89e-03      3.00e-02    7.1e-04
  63900      1.06e+00      8.55e-03      3.97e-02    7.1e-04
  64000      8.68e-01      5.44e-03      3.25e-02    7.1e-04
  64100      1.66e+00      4.99e-02      5.89e-02    7.1e-04
  64200      8.21e-01      2.51e-03      3.08e-02    7.1e-04
  64300      8.94e-01      3.44e-03      3.36e-02    7.1e-04
  64400      8.95e-01      4.44e-03      3.36e-02    7.1e-04
  64500      9.42e-01      3.02e-03      3.54e-02    7.1e-04
  64600      9.93e-01      9.26e-03      3.71e-02    7.1e-04
  64700      8.67e-01      8.46e-03      3.24e-02    7.1e-04
  64800      9.03e-01      9.87e-03      3.37e-02    7.1e-04
  64900      1.01e+00      9.75e-03      3.77e-02    7.1e-04
  65000      1.02e+00      8.29e-03      3.87e-02    6.9e-04
  65100      8.46e-01      1.53e-03      3.22e-02    6.9e-04
  65200      8.20e-01      5.44e-03      3.12e-02    6.9e-04
  65300      7.78e-01      3.06e-04      2.97e-02    6.9e-04
  65400      8.87e-01      4.93e-03      3.38e-02    6.9e-04
  65500      9.37e-01      6.41e-04      3.57e-02    6.9e-04
  65600      8.69e-01      2.09e-03      3.31e-02    6.9e-04
  65700      9.66e-01      7.65e-04      3.68e-02    6.9e-04
  65800      8.56e-01      1.89e-03      3.26e-02    6.9e-04
  65900      8.06e-01      2.91e-03      3.07e-02    6.9e-04
  66000      7.96e-01      1.23e-02      2.99e-02    6.9e-04
  66100      7.97e-01      1.81e-02      2.94e-02    6.9e-04
  66200      8.86e-01      4.10e-03      3.37e-02    6.9e-04
  66300      9.37e-01      5.41e-03      3.57e-02    6.9e-04
  66400      1.12e+00      5.19e-03      4.28e-02    6.9e-04
  66500      8.66e-01      6.10e-03      3.29e-02    6.9e-04
  66600      8.18e-01      1.16e-02      3.08e-02    6.9e-04
  66700      8.84e-01      1.04e-02      3.34e-02    6.9e-04
  66800      9.02e-01      4.23e-03      3.44e-02    6.9e-04
  66900      8.02e-01      1.41e-04      3.06e-02    6.9e-04
  67000      1.12e+00      2.13e-02      4.17e-02    6.9e-04
  67100      9.36e-01      7.34e-04      3.57e-02    6.9e-04
  67200      9.80e-01      3.89e-03      3.73e-02    6.9e-04
  67300      8.56e-01      4.29e-04      3.26e-02    6.9e-04
  67400      8.10e-01      6.16e-03      3.08e-02    6.9e-04
  67500      1.02e+00      4.61e-04      3.87e-02    6.9e-04
  67600      8.97e-01      1.19e-02      3.38e-02    6.9e-04
  67700      9.11e-01      6.70e-03      3.46e-02    6.9e-04
  67800      1.02e+00      9.00e-03      3.86e-02    6.9e-04
  67900      8.79e-01      8.46e-03      3.33e-02    6.9e-04
  68000      7.97e-01      3.24e-03      3.03e-02    6.9e-04
  68100      9.68e-01      1.33e-03      3.69e-02    6.9e-04
  68200      8.91e-01      4.75e-03      3.39e-02    6.9e-04
  68300      1.18e+00      5.40e-03      4.50e-02    6.9e-04
  68400      8.42e-01      8.80e-03      3.19e-02    6.9e-04
  68500      1.63e+00      5.22e-02      5.80e-02    6.9e-04
  68600      9.48e-01      1.87e-03      3.61e-02    6.9e-04
  68700      9.97e-01      4.04e-03      3.79e-02    6.9e-04
  68800      8.55e-01      6.08e-03      3.25e-02    6.9e-04
  68900      9.29e-01      4.28e-03      3.54e-02    6.9e-04
  69000      8.48e-01      1.03e-02      3.20e-02    6.9e-04
  69100      8.21e-01      1.55e-03      3.13e-02    6.9e-04
  69200      9.21e-01      2.23e-02      3.38e-02    6.9e-04
  69300      8.69e-01      1.64e-03      3.31e-02    6.9e-04
  69400      9.55e-01      7.02e-03      3.63e-02    6.9e-04
  69500      8.69e-01      6.65e-04      3.31e-02    6.9e-04
  69600      8.96e-01      3.67e-03      3.41e-02    6.9e-04
  69700      8.32e-01      4.99e-04      3.17e-02    6.9e-04
  69800      7.83e-01      5.95e-03      2.98e-02    6.9e-04
  69900      1.03e+00      1.71e-03      3.91e-02    6.9e-04
  70000      8.24e-01      4.64e-03      3.18e-02    6.7e-04
  70100      8.16e-01      8.17e-03      3.14e-02    6.7e-04
  70200      8.91e-01      1.95e-03      3.44e-02    6.7e-04
  70300      8.25e-01      4.83e-03      3.18e-02    6.7e-04
  70400      9.41e-01      4.62e-03      3.63e-02    6.7e-04
  70500      9.62e-01      4.69e-03      3.72e-02    6.7e-04
  70600      1.50e+00      7.42e-03      5.79e-02    6.7e-04
  70700      8.88e-01      6.53e-03      3.42e-02    6.7e-04
  70800      7.19e-01      7.18e-03      2.76e-02    6.7e-04
  70900      8.81e-01      1.84e-03      3.41e-02    6.7e-04
  71000      9.01e-01      4.17e-03      3.48e-02    6.7e-04
  71100      8.51e-01      1.57e-03      3.29e-02    6.7e-04
  71200      8.89e-01      8.46e-03      3.42e-02    6.7e-04
  71300      9.36e-01      5.27e-03      3.61e-02    6.7e-04
  71400      1.00e+00      3.58e-03      3.87e-02    6.7e-04
  71500      9.45e-01      1.67e-03      3.66e-02    6.7e-04
  71600      8.94e-01      8.38e-03      3.44e-02    6.7e-04
  71700      8.49e-01      2.46e-03      3.28e-02    6.7e-04
  71800      1.28e+00      1.19e-02      4.92e-02    6.7e-04
  71900      7.63e-01      5.48e-03      2.94e-02    6.7e-04
  72000      8.25e-01      3.60e-03      3.19e-02    6.7e-04
  72100      9.52e-01      1.08e-03      3.68e-02    6.7e-04
  72200      1.01e+00      7.90e-03      3.90e-02    6.7e-04
  72300      7.93e-01      2.06e-04      3.07e-02    6.7e-04
  72400      8.84e-01      1.14e-02      3.38e-02    6.7e-04
  72500      7.72e-01      5.33e-03      2.98e-02    6.7e-04
  72600      8.36e-01      9.62e-03      3.20e-02    6.7e-04
  72700      9.30e-01      2.96e-03      3.59e-02    6.7e-04
  72800      8.27e-01      1.40e-05      3.20e-02    6.7e-04
  72900      8.83e-01      2.52e-03      3.41e-02    6.7e-04
  73000      1.12e+00      9.67e-03      4.32e-02    6.7e-04
  73100      8.18e-01      9.62e-04      3.16e-02    6.7e-04
  73200      8.41e-01      6.31e-03      3.24e-02    6.7e-04
  73300      1.04e+00      2.68e-02      3.85e-02    6.7e-04
  73400      8.15e-01      6.04e-03      3.14e-02    6.7e-04
  73500      1.02e+00      5.46e-03      3.93e-02    6.7e-04
  73600      1.54e+00      3.75e-03      5.97e-02    6.7e-04
  73700      9.25e-01      3.94e-03      3.57e-02    6.7e-04
