# step       rmse_trn    rmse_e_trn    rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1194800      3.81e-02      2.29e-04      2.64e-02    1.1e-06
1194900      4.35e-02      4.69e-04      2.97e-02    1.1e-06
1195000      3.94e-02      5.21e-05      2.76e-02    1.0e-06
1195100      4.02e-02      4.48e-05      2.82e-02    1.0e-06
1195200      3.86e-02      7.56e-05      2.71e-02    1.0e-06
1195300      4.03e-02      1.77e-04      2.82e-02    1.0e-06
1195400      3.96e-02      4.00e-04      2.73e-02    1.0e-06
1195500      4.13e-02      4.81e-04      2.82e-02    1.0e-06
1195600      3.99e-02      6.73e-05      2.80e-02    1.0e-06
1195700      3.92e-02      1.12e-04      2.75e-02    1.0e-06
1195800      3.90e-02      1.44e-04      2.73e-02    1.0e-06
1195900      3.76e-02      1.28e-04      2.63e-02    1.0e-06
1196000      4.05e-02      1.47e-04      2.84e-02    1.0e-06
1196100      3.69e-02      7.22e-05      2.59e-02    1.0e-06
1196200      4.15e-02      7.01e-05      2.91e-02    1.0e-06
1196300      4.05e-02      2.79e-05      2.84e-02    1.0e-06
1196400      3.64e-02      8.30e-05      2.56e-02    1.0e-06
1196500      4.04e-02      5.07e-05      2.83e-02    1.0e-06
1196600      3.72e-02      1.48e-04      2.61e-02    1.0e-06
1196700      3.89e-02      1.43e-06      2.73e-02    1.0e-06
1196800      3.74e-02      5.25e-04      2.52e-02    1.0e-06
1196900      4.13e-02      9.96e-06      2.90e-02    1.0e-06
1197000      4.02e-02      3.58e-04      2.78e-02    1.0e-06
1197100      3.99e-02      3.68e-04      2.75e-02    1.0e-06
1197200      3.86e-02      1.88e-04      2.70e-02    1.0e-06
1197300      4.54e-02      1.26e-04      3.18e-02    1.0e-06
1197400      4.30e-02      5.94e-04      2.90e-02    1.0e-06
1197500      4.28e-02      1.90e-04      2.99e-02    1.0e-06
1197600      4.20e-02      5.40e-04      2.85e-02    1.0e-06
1197700      3.93e-02      1.17e-04      2.75e-02    1.0e-06
1197800      3.79e-02      3.37e-05      2.66e-02    1.0e-06
1197900      4.30e-02      3.16e-04      2.98e-02    1.0e-06
1198000      4.22e-02      7.03e-04      2.80e-02    1.0e-06
1198100      4.24e-02      1.66e-04      2.97e-02    1.0e-06
1198200      4.45e-02      1.16e-04      3.12e-02    1.0e-06
1198300      3.57e-02      1.12e-04      2.50e-02    1.0e-06
1198400      4.18e-02      2.36e-05      2.93e-02    1.0e-06
1198500      3.72e-02      3.68e-05      2.61e-02    1.0e-06
1198600      4.17e-02      1.86e-04      2.92e-02    1.0e-06
1198700      3.95e-02      2.18e-04      2.76e-02    1.0e-06
1198800      4.05e-02      3.30e-04      2.81e-02    1.0e-06
1198900      3.85e-02      2.14e-04      2.69e-02    1.0e-06
1199000      4.47e-02      3.43e-04      3.11e-02    1.0e-06
1199100      4.27e-02      1.77e-04      2.99e-02    1.0e-06
1199200      4.45e-02      3.17e-04      3.09e-02    1.0e-06
1199300      3.47e-02      1.21e-04      2.43e-02    1.0e-06
1199400      4.08e-02      5.63e-04      2.76e-02    1.0e-06
1199500      4.41e-02      2.43e-04      3.08e-02    1.0e-06
1199600      3.52e-02      3.34e-04      2.43e-02    1.0e-06
1199700      3.97e-02      1.26e-04      2.78e-02    1.0e-06
1199800      3.91e-02      1.57e-04      2.74e-02    1.0e-06
1199900      4.63e-02      1.12e-04      3.24e-02    1.0e-06
1200000      4.08e-02      2.84e-04      2.86e-02    1.0e-06
1200100      4.26e-02      2.01e-04      3.00e-02    1.0e-06
1200200      4.10e-02      3.57e-04      2.86e-02    1.0e-06
1200300      3.44e-02      6.91e-05      2.43e-02    1.0e-06
1200400      3.74e-02      2.00e-04      2.63e-02    1.0e-06
1200500      4.30e-02      2.72e-04      3.02e-02    1.0e-06
1200600      3.72e-02      1.28e-04      2.63e-02    1.0e-06
1200700      3.64e-02      4.71e-04      2.49e-02    1.0e-06
1200800      3.89e-02      8.91e-06      2.75e-02    1.0e-06
1200900      3.85e-02      5.12e-04      2.63e-02    1.0e-06
1201000      3.75e-02      1.64e-04      2.64e-02    1.0e-06
1201100      3.82e-02      3.76e-04      2.65e-02    1.0e-06
1201200      3.69e-02      1.84e-04      2.60e-02    1.0e-06
1201300      3.80e-02      3.56e-04      2.64e-02    1.0e-06
1201400      3.97e-02      2.99e-05      2.81e-02    1.0e-06
1201500      4.72e-02      5.62e-04      3.25e-02    1.0e-06
1201600      3.49e-02      2.36e-04      2.45e-02    1.0e-06
1201700      3.81e-02      7.52e-05      2.69e-02    1.0e-06
1201800      4.47e-02      2.13e-04      3.15e-02    1.0e-06
1201900      3.82e-02      2.73e-04      2.68e-02    1.0e-06
1202000      4.61e-02      1.53e-04      3.25e-02    1.0e-06
1202100      4.14e-02      8.99e-05      2.93e-02    1.0e-06
1202200      3.92e-02      7.52e-05      2.77e-02    1.0e-06
1202300      3.85e-02      2.85e-05      2.72e-02    1.0e-06
1202400      4.25e-02      2.97e-04      2.98e-02    1.0e-06
1202500      3.95e-02      1.30e-04      2.79e-02    1.0e-06
1202600      3.86e-02      4.13e-04      2.67e-02    1.0e-06
1202700      4.26e-02      8.11e-04      2.80e-02    1.0e-06
1202800      4.00e-02      6.93e-05      2.83e-02    1.0e-06
1202900      4.60e-02      1.81e-04      3.24e-02    1.0e-06
1203000      4.07e-02      4.98e-04      2.80e-02    1.0e-06
1203100      4.28e-02      4.08e-04      2.98e-02    1.0e-06
1203200      4.16e-02      2.89e-05      2.94e-02    1.0e-06
1203300      4.20e-02      7.67e-05      2.97e-02    1.0e-06
1203400      3.64e-02      5.89e-04      2.44e-02    1.0e-06
1203500      3.98e-02      2.04e-04      2.80e-02    1.0e-06
1203600      4.08e-02      3.18e-04      2.85e-02    1.0e-06
1203700      4.28e-02      2.49e-04      3.00e-02    1.0e-06
1203800      3.96e-02      1.48e-07      2.80e-02    1.0e-06
1203900      3.98e-02      1.81e-04      2.80e-02    1.0e-06
1204000      3.99e-02      2.37e-04      2.80e-02    1.0e-06
1204100      3.62e-02      3.05e-04      2.52e-02    1.0e-06
1204200      4.23e-02      1.90e-04      2.98e-02    1.0e-06
1204300      3.81e-02      1.37e-04      2.69e-02    1.0e-06
1204400      3.72e-02      2.74e-04      2.61e-02    1.0e-06
1204500      4.03e-02      6.16e-04      2.72e-02    1.0e-06
1204600      3.83e-02      1.22e-04      2.70e-02    1.0e-06
1204700      4.09e-02      8.20e-05      2.89e-02    1.0e-06
1204800      3.62e-02      1.94e-04      2.55e-02    1.0e-06
1204900      3.63e-02      3.79e-04      2.51e-02    1.0e-06
1205000      4.06e-02      2.08e-05      2.89e-02    9.7e-07
1205100      4.05e-02      1.73e-04      2.87e-02    9.7e-07
1205200      4.10e-02      5.46e-04      2.82e-02    9.7e-07
1205300      3.95e-02      4.61e-04      2.74e-02    9.7e-07
1205400      4.45e-02      3.99e-05      3.17e-02    9.7e-07
1205500      3.97e-02      2.99e-04      2.80e-02    9.7e-07
1205600      3.92e-02      1.71e-06      2.79e-02    9.7e-07
1205700      3.91e-02      3.30e-04      2.74e-02    9.7e-07
1205800      4.52e-02      1.09e-04      3.22e-02    9.7e-07
1205900      3.88e-02      1.56e-04      2.76e-02    9.7e-07
1206000      4.14e-02      4.22e-05      2.95e-02    9.7e-07
1206100      3.94e-02      1.01e-04      2.80e-02    9.7e-07
1206200      4.07e-02      2.13e-04      2.89e-02    9.7e-07
1206300      4.23e-02      8.68e-05      3.01e-02    9.7e-07
1206400      3.70e-02      4.75e-04      2.55e-02    9.7e-07
1206500      3.60e-02      2.28e-04      2.54e-02    9.7e-07
1206600      4.14e-02      3.31e-05      2.95e-02    9.7e-07
1206700      3.88e-02      8.87e-05      2.76e-02    9.7e-07
1206800      3.87e-02      2.95e-04      2.72e-02    9.7e-07
1206900      3.73e-02      1.33e-04      2.65e-02    9.7e-07
1207000      3.77e-02      1.58e-04      2.67e-02    9.7e-07
1207100      4.17e-02      4.59e-04      2.90e-02    9.7e-07
1207200      4.36e-02      1.73e-04      3.09e-02    9.7e-07
1207300      4.67e-02      4.04e-05      3.33e-02    9.7e-07
1207400      3.93e-02      2.84e-04      2.77e-02    9.7e-07
1207500      4.27e-02      1.16e-04      3.04e-02    9.7e-07
1207600      3.84e-02      2.95e-04      2.71e-02    9.7e-07
1207700      4.42e-02      2.07e-04      3.14e-02    9.7e-07
1207800      3.76e-02      2.31e-04      2.66e-02    9.7e-07
1207900      3.81e-02      6.34e-05      2.71e-02    9.7e-07
1208000      4.18e-02      1.66e-04      2.97e-02    9.7e-07
1208100      3.85e-02      3.60e-04      2.70e-02    9.7e-07
1208200      3.83e-02      5.25e-04      2.63e-02    9.7e-07
1208300      3.72e-02      3.20e-04      2.61e-02    9.7e-07
1208400      4.02e-02      6.40e-05      2.87e-02    9.7e-07
1208500      4.00e-02      3.01e-04      2.82e-02    9.7e-07
1208600      3.81e-02      8.30e-05      2.71e-02    9.7e-07
1208700      3.90e-02      2.80e-04      2.75e-02    9.7e-07
1208800      3.85e-02      9.63e-05      2.74e-02    9.7e-07
1208900      4.46e-02      3.81e-04      3.14e-02    9.7e-07
1209000      3.62e-02      3.02e-05      2.58e-02    9.7e-07
1209100      4.06e-02      5.67e-05      2.89e-02    9.7e-07
1209200      4.16e-02      6.71e-04      2.81e-02    9.7e-07
1209300      3.96e-02      3.59e-04      2.78e-02    9.7e-07
1209400      4.28e-02      3.54e-04      3.01e-02    9.7e-07
1209500      3.93e-02      1.73e-04      2.79e-02    9.7e-07
1209600      3.63e-02      3.24e-04      2.54e-02    9.7e-07
1209700      3.79e-02      3.07e-04      2.66e-02    9.7e-07
1209800      4.09e-02      2.02e-04      2.90e-02    9.7e-07
1209900      3.86e-02      2.53e-04      2.73e-02    9.7e-07
1210000      3.75e-02      2.47e-04      2.67e-02    9.4e-07
1210100      4.09e-02      4.59e-04      2.86e-02    9.4e-07
1210200      3.86e-02      1.52e-04      2.76e-02    9.4e-07
1210300      3.89e-02      8.78e-05      2.79e-02    9.4e-07
1210400      4.09e-02      2.48e-05      2.94e-02    9.4e-07
1210500      3.91e-02      1.59e-04      2.79e-02    9.4e-07
1210600      4.06e-02      1.31e-04      2.91e-02    9.4e-07
1210700      4.00e-02      3.43e-04      2.83e-02    9.4e-07
1210800      3.50e-02      3.98e-04      2.45e-02    9.4e-07
1210900      3.91e-02      1.17e-04      2.80e-02    9.4e-07
1211000      3.96e-02      4.32e-04      2.78e-02    9.4e-07
1211100      3.99e-02      1.26e-05      2.86e-02    9.4e-07
1211200      4.12e-02      8.97e-05      2.95e-02    9.4e-07
1211300      3.83e-02      9.67e-05      2.75e-02    9.4e-07
1211400      4.72e-02      1.52e-04      3.38e-02    9.4e-07
1211500      3.59e-02      3.84e-04      2.52e-02    9.4e-07
1211600      3.97e-02      2.62e-04      2.82e-02    9.4e-07
1211700      4.00e-02      4.03e-05      2.87e-02    9.4e-07
1211800      3.67e-02      2.19e-04      2.61e-02    9.4e-07
1211900      3.86e-02      1.34e-04      2.76e-02    9.4e-07
1212000      3.72e-02      3.22e-04      2.63e-02    9.4e-07
1212100      3.87e-02      4.21e-05      2.78e-02    9.4e-07
1212200      3.88e-02      6.60e-05      2.78e-02    9.4e-07
1212300      3.68e-02      1.83e-04      2.62e-02    9.4e-07
1212400      3.96e-02      2.23e-04      2.82e-02    9.4e-07
1212500      4.19e-02      2.13e-04      2.99e-02    9.4e-07
1212600      4.21e-02      1.40e-04      3.02e-02    9.4e-07
1212700      4.42e-02      3.18e-04      3.14e-02    9.4e-07
1212800      4.13e-02      2.77e-04      2.94e-02    9.4e-07
1212900      4.04e-02      4.16e-04      2.84e-02    9.4e-07
1213000      3.97e-02      1.92e-04      2.83e-02    9.4e-07
1213100      4.06e-02      4.55e-04      2.84e-02    9.4e-07
1213200      4.06e-02      3.76e-04      2.86e-02    9.4e-07
1213300      3.75e-02      3.24e-04      2.65e-02    9.4e-07
1213400      3.79e-02      4.04e-04      2.66e-02    9.4e-07
1213500      4.06e-02      6.14e-04      2.78e-02    9.4e-07
1213600      3.95e-02      4.24e-05      2.83e-02    9.4e-07
1213700      4.12e-02      2.91e-05      2.96e-02    9.4e-07
1213800      3.64e-02      1.41e-04      2.60e-02    9.4e-07
1213900      4.06e-02      4.68e-04      2.84e-02    9.4e-07
1214000      3.89e-02      2.11e-04      2.78e-02    9.4e-07
1214100      3.84e-02      3.31e-04      2.72e-02    9.4e-07
1214200      4.31e-02      8.57e-04      2.85e-02    9.4e-07
1214300      3.45e-02      2.51e-04      2.45e-02    9.4e-07
1214400      3.95e-02      6.52e-04      2.68e-02    9.4e-07
1214500      4.36e-02      4.19e-04      3.07e-02    9.4e-07
1214600      4.32e-02      2.47e-04      3.08e-02    9.4e-07
1214700      3.57e-02      4.33e-04      2.49e-02    9.4e-07
1214800      4.01e-02      2.64e-04      2.85e-02    9.4e-07
1214900      4.26e-02      1.42e-04      3.05e-02    9.4e-07
1215000      3.83e-02      7.87e-05      2.77e-02    9.2e-07
1215100      4.14e-02      2.16e-04      2.98e-02    9.2e-07
1215200      3.56e-02      1.58e-04      2.56e-02    9.2e-07
1215300      4.10e-02      3.74e-04      2.92e-02    9.2e-07
1215400      3.58e-02      1.64e-04      2.57e-02    9.2e-07
1215500      3.91e-02      4.00e-05      2.83e-02    9.2e-07
1215600      3.71e-02      1.69e-04      2.67e-02    9.2e-07
1215700      3.71e-02      6.76e-05      2.68e-02    9.2e-07
1215800      4.65e-02      2.60e-04      3.34e-02    9.2e-07
1215900      4.09e-02      1.88e-04      2.94e-02    9.2e-07
1216000      3.96e-02      2.16e-04      2.84e-02    9.2e-07
1216100      4.03e-02      2.93e-04      2.88e-02    9.2e-07
1216200      4.19e-02      1.35e-04      3.02e-02    9.2e-07
1216300      3.55e-02      8.27e-05      2.56e-02    9.2e-07
1216400      4.47e-02      4.59e-04      3.16e-02    9.2e-07
1216500      3.99e-02      3.77e-05      2.88e-02    9.2e-07
1216600      3.79e-02      1.69e-04      2.73e-02    9.2e-07
1216700      3.91e-02      3.47e-04      2.78e-02    9.2e-07
1216800      3.86e-02      2.26e-04      2.77e-02    9.2e-07
1216900      3.87e-02      8.65e-04      2.51e-02    9.2e-07
1217000      3.77e-02      1.02e-04      2.72e-02    9.2e-07
1217100      4.23e-02      3.09e-05      3.06e-02    9.2e-07
1217200      3.79e-02      4.85e-05      2.73e-02    9.2e-07
1217300      3.94e-02      2.19e-04      2.83e-02    9.2e-07
1217400      4.12e-02      6.09e-04      2.85e-02    9.2e-07
1217500      3.79e-02      4.04e-04      2.68e-02    9.2e-07
1217600      3.53e-02      1.92e-04      2.54e-02    9.2e-07
1217700      3.81e-02      1.27e-04      2.75e-02    9.2e-07
1217800      4.13e-02      2.81e-04      2.95e-02    9.2e-07
1217900      4.08e-02      7.94e-05      2.95e-02    9.2e-07
1218000      4.23e-02      3.93e-04      3.01e-02    9.2e-07
1218100      3.47e-02      3.38e-04      2.46e-02    9.2e-07
1218200      3.74e-02      2.40e-04      2.68e-02    9.2e-07
1218300      4.07e-02      5.00e-04      2.85e-02    9.2e-07
1218400      3.95e-02      2.17e-04      2.84e-02    9.2e-07
1218500      3.64e-02      1.54e-04      2.62e-02    9.2e-07
1218600      3.20e-02      3.91e-04      2.24e-02    9.2e-07
1218700      4.68e-02      3.35e-04      3.35e-02    9.2e-07
1218800      3.98e-02      3.11e-04      2.84e-02    9.2e-07
1218900      3.98e-02      1.25e-05      2.88e-02    9.2e-07
1219000      4.12e-02      1.38e-04      2.97e-02    9.2e-07
1219100      3.77e-02      1.12e-04      2.72e-02    9.2e-07
1219200      4.77e-02      4.51e-04      3.38e-02    9.2e-07
1219300      4.08e-02      3.00e-04      2.92e-02    9.2e-07
1219400      3.85e-02      1.91e-04      2.77e-02    9.2e-07
1219500      3.82e-02      3.23e-04      2.72e-02    9.2e-07
1219600      4.18e-02      1.99e-05      3.02e-02    9.2e-07
1219700      3.96e-02      4.80e-04      2.78e-02    9.2e-07
1219800      4.01e-02      9.13e-05      2.89e-02    9.2e-07
1219900      3.75e-02      2.20e-04      2.69e-02    9.2e-07
1220000      4.05e-02      3.84e-04      2.90e-02    8.9e-07
1220100      4.66e-02      7.48e-04      3.22e-02    8.9e-07
1220200      4.05e-02      1.93e-04      2.93e-02    8.9e-07
1220300      4.02e-02      2.58e-04      2.90e-02    8.9e-07
1220400      3.66e-02      4.71e-06      2.66e-02    8.9e-07
1220500      3.55e-02      8.27e-05      2.58e-02    8.9e-07
1220600      3.76e-02      3.05e-04      2.70e-02    8.9e-07
1220700      3.58e-02      3.26e-04      2.56e-02    8.9e-07
1220800      4.58e-02      3.76e-04      3.29e-02    8.9e-07
1220900      4.34e-02      9.39e-05      3.16e-02    8.9e-07
1221000      3.94e-02      1.11e-04      2.86e-02    8.9e-07
1221100      4.21e-02      5.20e-04      2.97e-02    8.9e-07
1221200      3.90e-02      9.29e-05      2.83e-02    8.9e-07
1221300      3.64e-02      1.71e-04      2.63e-02    8.9e-07
1221400      4.04e-02      7.00e-05      2.94e-02    8.9e-07
1221500      3.88e-02      2.92e-06      2.82e-02    8.9e-07
1221600      3.88e-02      2.47e-05      2.82e-02    8.9e-07
1221700      3.36e-02      7.05e-05      2.44e-02    8.9e-07
1221800      3.84e-02      7.11e-05      2.79e-02    8.9e-07
1221900      3.81e-02      1.10e-04      2.77e-02    8.9e-07
1222000      3.85e-02      6.55e-04      2.64e-02    8.9e-07
1222100      3.61e-02      1.26e-04      2.62e-02    8.9e-07
1222200      3.85e-02      3.20e-04      2.76e-02    8.9e-07
1222300      3.64e-02      9.97e-05      2.65e-02    8.9e-07
1222400      3.80e-02      2.04e-04      2.75e-02    8.9e-07
1222500      3.79e-02      1.00e-03      2.36e-02    8.9e-07
1222600      3.83e-02      2.10e-04      2.77e-02    8.9e-07
1222700      3.85e-02      6.23e-05      2.80e-02    8.9e-07
1222800      3.57e-02      5.70e-05      2.60e-02    8.9e-07
1222900      3.96e-02      2.00e-04      2.86e-02    8.9e-07
1223000      3.96e-02      5.71e-05      2.88e-02    8.9e-07
1223100      3.88e-02      2.45e-05      2.82e-02    8.9e-07
1223200      4.66e-02      2.39e-04      3.37e-02    8.9e-07
1223300      3.84e-02      3.19e-04      2.76e-02    8.9e-07
1223400      3.91e-02      4.57e-05      2.85e-02    8.9e-07
1223500      3.87e-02      2.31e-04      2.80e-02    8.9e-07
1223600      3.90e-02      3.16e-04      2.80e-02    8.9e-07
1223700      4.20e-02      1.34e-04      3.05e-02    8.9e-07
1223800      4.18e-02      2.91e-04      3.01e-02    8.9e-07
1223900      3.88e-02      6.13e-05      2.82e-02    8.9e-07
1224000      3.94e-02      4.42e-04      2.80e-02    8.9e-07
1224100      3.96e-02      2.78e-04      2.86e-02    8.9e-07
1224200      4.17e-02      1.39e-05      3.03e-02    8.9e-07
1224300      4.00e-02      5.50e-04      2.80e-02    8.9e-07
1224400      4.07e-02      4.24e-04      2.90e-02    8.9e-07
1224500      4.05e-02      1.79e-04      2.94e-02    8.9e-07
1224600      3.85e-02      1.98e-04      2.79e-02    8.9e-07
1224700      3.92e-02      3.63e-05      2.85e-02    8.9e-07
1224800      3.99e-02      1.59e-04      2.89e-02    8.9e-07
1224900      3.71e-02      3.86e-04      2.64e-02    8.9e-07
1225000      3.81e-02      4.78e-04      2.71e-02    8.7e-07
1225100      4.24e-02      1.21e-04      3.10e-02    8.7e-07
1225200      3.91e-02      8.98e-05      2.86e-02    8.7e-07
1225300      4.09e-02      2.49e-04      2.97e-02    8.7e-07
1225400      3.65e-02      1.34e-04      2.67e-02    8.7e-07
1225500      3.91e-02      5.73e-04      2.74e-02    8.7e-07
1225600      3.63e-02      3.54e-04      2.61e-02    8.7e-07
1225700      4.10e-02      1.62e-04      2.99e-02    8.7e-07
1225800      3.88e-02      2.76e-04      2.81e-02    8.7e-07
1225900      4.02e-02      3.09e-05      2.94e-02    8.7e-07
1226000      4.15e-02      2.42e-04      3.02e-02    8.7e-07
1226100      4.08e-02      9.36e-05      2.98e-02    8.7e-07
1226200      4.24e-02      2.04e-04      3.09e-02    8.7e-07
1226300      3.42e-02      5.44e-05      2.50e-02    8.7e-07
1226400      3.79e-02      2.94e-05      2.77e-02    8.7e-07
1226500      3.46e-02      3.04e-04      2.50e-02    8.7e-07
1226600      3.54e-02      5.70e-05      2.59e-02    8.7e-07
1226700      3.64e-02      6.50e-06      2.67e-02    8.7e-07
1226800      3.59e-02      2.40e-04      2.60e-02    8.7e-07
1226900      4.03e-02      1.30e-04      2.94e-02    8.7e-07
1227000      4.01e-02      5.29e-04      2.83e-02    8.7e-07
1227100      3.92e-02      1.09e-04      2.86e-02    8.7e-07
1227200      3.75e-02      1.39e-04      2.74e-02    8.7e-07
1227300      4.17e-02      4.29e-04      2.99e-02    8.7e-07
1227400      3.68e-02      3.48e-04      2.65e-02    8.7e-07
1227500      4.17e-02      1.72e-04      3.04e-02    8.7e-07
1227600      3.66e-02      1.27e-04      2.67e-02    8.7e-07
1227700      3.76e-02      4.97e-05      2.75e-02    8.7e-07
1227800      3.99e-02      4.46e-04      2.85e-02    8.7e-07
1227900      3.90e-02      3.08e-04      2.82e-02    8.7e-07
1228000      3.58e-02      1.38e-04      2.61e-02    8.7e-07
1228100      3.73e-02      1.85e-04      2.72e-02    8.7e-07
1228200      4.08e-02      5.13e-04      2.89e-02    8.7e-07
1228300      4.21e-02      1.50e-04      3.07e-02    8.7e-07
1228400      3.97e-02      1.39e-04      2.90e-02    8.7e-07
1228500      3.86e-02      3.00e-04      2.79e-02    8.7e-07
1228600      4.04e-02      4.46e-04      2.89e-02    8.7e-07
1228700      4.16e-02      1.01e-04      3.04e-02    8.7e-07
1228800      4.03e-02      1.97e-04      2.93e-02    8.7e-07
1228900      3.72e-02      1.61e-04      2.72e-02    8.7e-07
1229000      4.21e-02      1.32e-04      3.08e-02    8.7e-07
1229100      3.78e-02      1.87e-05      2.76e-02    8.7e-07
1229200      3.85e-02      9.37e-06      2.82e-02    8.7e-07
1229300      4.05e-02      5.34e-04      2.87e-02    8.7e-07
1229400      3.73e-02      3.38e-04      2.68e-02    8.7e-07
1229500      4.02e-02      5.44e-04      2.84e-02    8.7e-07
1229600      4.23e-02      2.02e-04      3.08e-02    8.7e-07
1229700      4.03e-02      3.09e-06      2.95e-02    8.7e-07
1229800      3.59e-02      4.15e-05      2.62e-02    8.7e-07
1229900      3.69e-02      3.24e-04      2.66e-02    8.7e-07
1230000      3.70e-02      5.68e-04      2.60e-02    8.4e-07
1230100      4.56e-02      9.99e-05      3.36e-02    8.4e-07
1230200      3.90e-02      2.95e-04      2.84e-02    8.4e-07
1230300      3.55e-02      4.03e-05      2.62e-02    8.4e-07
1230400      3.84e-02      2.79e-04      2.80e-02    8.4e-07
1230500      3.82e-02      2.67e-04      2.79e-02    8.4e-07
1230600      3.61e-02      5.41e-05      2.66e-02    8.4e-07
1230700      3.56e-02      2.94e-04      2.59e-02    8.4e-07
1230800      4.35e-02      5.70e-04      3.10e-02    8.4e-07
1230900      3.54e-02      1.28e-04      2.61e-02    8.4e-07
1231000      3.97e-02      2.87e-04      2.89e-02    8.4e-07
1231100      3.68e-02      3.88e-05      2.71e-02    8.4e-07
1231200      3.73e-02      3.25e-04      2.71e-02    8.4e-07
1231300      4.44e-02      1.32e-04      3.27e-02    8.4e-07
1231400      4.08e-02      5.58e-05      3.01e-02    8.4e-07
1231500      4.03e-02      5.84e-04      2.85e-02    8.4e-07
1231600      3.93e-02      5.30e-04      2.79e-02    8.4e-07
1231700      3.85e-02      1.70e-04      2.83e-02    8.4e-07
1231800      3.60e-02      8.39e-05      2.65e-02    8.4e-07
1231900      3.92e-02      1.47e-04      2.88e-02    8.4e-07
1232000      3.86e-02      1.52e-04      2.83e-02    8.4e-07
1232100      3.76e-02      3.50e-04      2.72e-02    8.4e-07
1232200      3.68e-02      4.41e-04      2.64e-02    8.4e-07
1232300      4.18e-02      3.19e-04      3.05e-02    8.4e-07
1232400      4.13e-02      7.23e-06      3.05e-02    8.4e-07
1232500      4.24e-02      3.06e-04      3.10e-02    8.4e-07
1232600      4.03e-02      2.37e-04      2.95e-02    8.4e-07
1232700      4.26e-02      2.18e-04      3.12e-02    8.4e-07
1232800      3.92e-02      4.74e-05      2.89e-02    8.4e-07
1232900      3.86e-02      1.68e-05      2.85e-02    8.4e-07
1233000      4.23e-02      3.84e-04      3.07e-02    8.4e-07
1233100      3.90e-02      3.41e-04      2.83e-02    8.4e-07
1233200      4.11e-02      4.36e-04      2.96e-02    8.4e-07
1233300      3.64e-02      5.98e-04      2.54e-02    8.4e-07
1233400      3.81e-02      2.82e-05      2.81e-02    8.4e-07
1233500      3.53e-02      3.52e-05      2.60e-02    8.4e-07
1233600      3.77e-02      3.67e-04      2.73e-02    8.4e-07
1233700      4.08e-02      3.02e-04      2.97e-02    8.4e-07
1233800      3.82e-02      5.83e-05      2.81e-02    8.4e-07
1233900      3.84e-02      5.76e-05      2.83e-02    8.4e-07
1234000      3.85e-02      4.17e-04      2.78e-02    8.4e-07
1234100      4.05e-02      1.60e-04      2.97e-02    8.4e-07
1234200      3.80e-02      3.82e-04      2.75e-02    8.4e-07
1234300      3.87e-02      5.66e-04      2.73e-02    8.4e-07
1234400      4.16e-02      6.75e-04      2.91e-02    8.4e-07
1234500      3.99e-02      4.93e-05      2.94e-02    8.4e-07
1234600      3.56e-02      7.52e-05      2.62e-02    8.4e-07
1234700      3.56e-02      3.05e-04      2.59e-02    8.4e-07
1234800      3.86e-02      2.67e-04      2.82e-02    8.4e-07
1234900      3.59e-02      3.32e-04      2.60e-02    8.4e-07
1235000      3.90e-02      2.26e-04      2.87e-02    8.2e-07
1235100      4.50e-02      2.01e-05      3.34e-02    8.2e-07
1235200      3.91e-02      2.97e-04      2.87e-02    8.2e-07
1235300      3.43e-02      4.27e-04      2.46e-02    8.2e-07
1235400      4.04e-02      1.50e-04      2.99e-02    8.2e-07
1235500      3.86e-02      3.96e-04      2.80e-02    8.2e-07
1235600      3.61e-02      2.05e-04      2.66e-02    8.2e-07
1235700      3.82e-02      3.76e-04      2.78e-02    8.2e-07
1235800      3.76e-02      9.98e-05      2.79e-02    8.2e-07
1235900      3.92e-02      6.54e-05      2.91e-02    8.2e-07
1236000      3.82e-02      1.03e-04      2.83e-02    8.2e-07
1236100      3.64e-02      1.28e-04      2.69e-02    8.2e-07
1236200      3.89e-02      2.36e-04      2.86e-02    8.2e-07
1236300      3.68e-02      3.36e-04      2.68e-02    8.2e-07
1236400      4.32e-02      4.65e-04      3.13e-02    8.2e-07
1236500      3.94e-02      2.28e-04      2.90e-02    8.2e-07
1236600      4.13e-02      2.66e-04      3.04e-02    8.2e-07
1236700      3.71e-02      4.45e-04      2.68e-02    8.2e-07
1236800      4.03e-02      2.23e-04      2.97e-02    8.2e-07
1236900      3.60e-02      2.02e-04      2.66e-02    8.2e-07
1237000      4.18e-02      5.02e-04      3.02e-02    8.2e-07
1237100      3.90e-02      5.20e-04      2.79e-02    8.2e-07
1237200      3.55e-02      2.97e-04      2.60e-02    8.2e-07
1237300      4.04e-02      4.21e-05      2.99e-02    8.2e-07
1237400      3.60e-02      1.38e-04      2.66e-02    8.2e-07
1237500      4.07e-02      4.24e-04      2.96e-02    8.2e-07
1237600      3.56e-02      3.40e-04      2.60e-02    8.2e-07
1237700      4.05e-02      5.03e-05      3.00e-02    8.2e-07
1237800      3.33e-02      1.82e-04      2.46e-02    8.2e-07
1237900      3.75e-02      2.98e-04      2.75e-02    8.2e-07
1238000      3.90e-02      3.20e-04      2.86e-02    8.2e-07
1238100      4.18e-02      3.15e-04      3.07e-02    8.2e-07
1238200      3.65e-02      6.26e-06      2.71e-02    8.2e-07
