# step       rmse_trn   rmse_gl_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 906600      3.27e-04      2.36e-05    5.5e-06
 906700      1.87e-04      1.35e-05    5.5e-06
 906800      4.44e-04      3.21e-05    5.5e-06
 906900      2.24e-04      1.62e-05    5.5e-06
 907000      3.06e-04      2.21e-05    5.5e-06
 907100      3.62e-04      2.61e-05    5.5e-06
 907200      3.15e-04      2.27e-05    5.5e-06
 907300      3.17e-04      2.28e-05    5.5e-06
 907400      4.55e-04      3.28e-05    5.5e-06
 907500      2.60e-04      1.88e-05    5.5e-06
 907600      2.93e-04      2.12e-05    5.5e-06
 907700      5.08e-04      3.67e-05    5.5e-06
 907800      2.99e-04      2.16e-05    5.5e-06
 907900      4.73e-04      3.42e-05    5.5e-06
 908000      2.99e-04      2.16e-05    5.5e-06
 908100      2.45e-04      1.77e-05    5.5e-06
 908200      3.65e-04      2.63e-05    5.5e-06
 908300      3.33e-04      2.40e-05    5.5e-06
 908400      3.48e-04      2.51e-05    5.5e-06
 908500      4.34e-04      3.13e-05    5.5e-06
 908600      7.07e-04      5.10e-05    5.5e-06
 908700      5.22e-04      3.77e-05    5.5e-06
 908800      3.31e-04      2.39e-05    5.5e-06
 908900      2.70e-04      1.95e-05    5.5e-06
 909000      2.91e-04      2.10e-05    5.5e-06
 909100      1.94e-04      1.40e-05    5.5e-06
 909200      6.49e-04      4.69e-05    5.5e-06
 909300      3.21e-04      2.32e-05    5.5e-06
 909400      5.33e-04      3.84e-05    5.5e-06
 909500      4.51e-04      3.25e-05    5.5e-06
 909600      6.54e-04      4.72e-05    5.5e-06
 909700      2.67e-04      1.93e-05    5.5e-06
 909800      3.58e-04      2.58e-05    5.5e-06
 909900      2.61e-04      1.88e-05    5.5e-06
 910000      3.58e-04      2.58e-05    5.3e-06
 910100      2.07e-04      1.49e-05    5.3e-06
 910200      2.16e-04      1.56e-05    5.3e-06
 910300      3.51e-04      2.54e-05    5.3e-06
 910400      3.13e-04      2.26e-05    5.3e-06
 910500      1.71e-04      1.23e-05    5.3e-06
 910600      3.60e-04      2.60e-05    5.3e-06
 910700      4.62e-04      3.34e-05    5.3e-06
 910800      4.40e-04      3.18e-05    5.3e-06
 910900      3.93e-04      2.83e-05    5.3e-06
 911000      4.79e-04      3.46e-05    5.3e-06
 911100      3.40e-04      2.45e-05    5.3e-06
 911200      2.11e-04      1.52e-05    5.3e-06
 911300      1.93e-04      1.40e-05    5.3e-06
 911400      3.61e-04      2.61e-05    5.3e-06
 911500      3.87e-04      2.79e-05    5.3e-06
 911600      3.78e-04      2.73e-05    5.3e-06
 911700      4.51e-04      3.26e-05    5.3e-06
 911800      3.12e-04      2.25e-05    5.3e-06
 911900      1.87e-04      1.35e-05    5.3e-06
 912000      2.72e-04      1.96e-05    5.3e-06
 912100      4.68e-04      3.38e-05    5.3e-06
 912200      4.14e-04      2.99e-05    5.3e-06
 912300      2.96e-04      2.14e-05    5.3e-06
 912400      5.52e-04      3.98e-05    5.3e-06
 912500      2.39e-04      1.73e-05    5.3e-06
 912600      3.01e-04      2.17e-05    5.3e-06
 912700      3.78e-04      2.73e-05    5.3e-06
 912800      2.80e-04      2.02e-05    5.3e-06
 912900      4.35e-04      3.14e-05    5.3e-06
 913000      4.01e-04      2.89e-05    5.3e-06
 913100      5.01e-04      3.61e-05    5.3e-06
 913200      2.66e-04      1.92e-05    5.3e-06
 913300      5.26e-04      3.80e-05    5.3e-06
 913400      2.07e-04      1.49e-05    5.3e-06
 913500      2.01e-04      1.45e-05    5.3e-06
 913600      3.94e-04      2.85e-05    5.3e-06
 913700      1.74e-04      1.26e-05    5.3e-06
 913800      4.56e-04      3.29e-05    5.3e-06
 913900      4.55e-04      3.29e-05    5.3e-06
 914000      3.76e-04      2.71e-05    5.3e-06
 914100      3.21e-04      2.32e-05    5.3e-06
 914200      5.66e-04      4.08e-05    5.3e-06
 914300      4.57e-04      3.30e-05    5.3e-06
 914400      2.51e-04      1.81e-05    5.3e-06
 914500      4.46e-04      3.22e-05    5.3e-06
 914600      4.13e-04      2.98e-05    5.3e-06
 914700      3.86e-04      2.79e-05    5.3e-06
 914800      2.09e-04      1.51e-05    5.3e-06
 914900      5.61e-04      4.05e-05    5.3e-06
 915000      1.91e-04      1.38e-05    5.2e-06
 915100      5.28e-04      3.81e-05    5.2e-06
 915200      2.34e-04      1.69e-05    5.2e-06
 915300      1.68e-04      1.21e-05    5.2e-06
 915400      2.12e-04      1.53e-05    5.2e-06
 915500      2.70e-04      1.95e-05    5.2e-06
 915600      1.91e-04      1.38e-05    5.2e-06
 915700      1.97e-04      1.42e-05    5.2e-06
 915800      2.61e-04      1.88e-05    5.2e-06
 915900      2.44e-04      1.76e-05    5.2e-06
 916000      3.12e-04      2.25e-05    5.2e-06
 916100      2.03e-04      1.47e-05    5.2e-06
 916200      3.01e-04      2.17e-05    5.2e-06
 916300      2.45e-04      1.77e-05    5.2e-06
 916400      3.81e-04      2.75e-05    5.2e-06
 916500      2.98e-04      2.15e-05    5.2e-06
 916600      5.48e-04      3.96e-05    5.2e-06
 916700      2.81e-04      2.02e-05    5.2e-06
 916800      1.32e-04      9.52e-06    5.2e-06
 916900      2.49e-04      1.80e-05    5.2e-06
 917000      2.60e-04      1.88e-05    5.2e-06
 917100      5.62e-04      4.05e-05    5.2e-06
 917200      2.92e-04      2.10e-05    5.2e-06
 917300      2.46e-04      1.77e-05    5.2e-06
 917400      4.40e-04      3.18e-05    5.2e-06
 917500      3.14e-04      2.26e-05    5.2e-06
 917600      2.66e-04      1.92e-05    5.2e-06
 917700      1.72e-04      1.24e-05    5.2e-06
 917800      3.17e-04      2.29e-05    5.2e-06
 917900      2.48e-04      1.79e-05    5.2e-06
 918000      3.31e-04      2.39e-05    5.2e-06
 918100      4.94e-04      3.57e-05    5.2e-06
 918200      3.17e-04      2.29e-05    5.2e-06
 918300      3.00e-04      2.16e-05    5.2e-06
 918400      3.06e-04      2.21e-05    5.2e-06
 918500      2.84e-04      2.05e-05    5.2e-06
 918600      5.88e-04      4.24e-05    5.2e-06
 918700      1.81e-04      1.31e-05    5.2e-06
 918800      2.97e-04      2.15e-05    5.2e-06
 918900      2.96e-04      2.14e-05    5.2e-06
 919000      2.98e-04      2.15e-05    5.2e-06
 919100      4.78e-04      3.45e-05    5.2e-06
 919200      4.41e-04      3.18e-05    5.2e-06
 919300      2.37e-04      1.71e-05    5.2e-06
 919400      3.68e-04      2.66e-05    5.2e-06
 919500      7.21e-04      5.20e-05    5.2e-06
 919600      3.22e-04      2.32e-05    5.2e-06
 919700      2.38e-04      1.72e-05    5.2e-06
 919800      3.30e-04      2.38e-05    5.2e-06
 919900      2.92e-04      2.11e-05    5.2e-06
 920000      1.96e-04      1.41e-05    5.0e-06
 920100      5.32e-04      3.84e-05    5.0e-06
 920200      2.83e-04      2.04e-05    5.0e-06
 920300      1.88e-04      1.36e-05    5.0e-06
 920400      2.64e-04      1.90e-05    5.0e-06
 920500      5.08e-04      3.66e-05    5.0e-06
 920600      3.30e-04      2.38e-05    5.0e-06
 920700      4.97e-04      3.58e-05    5.0e-06
 920800      4.52e-04      3.26e-05    5.0e-06
 920900      2.82e-04      2.04e-05    5.0e-06
 921000      4.20e-04      3.03e-05    5.0e-06
 921100      3.20e-04      2.31e-05    5.0e-06
 921200      5.16e-04      3.72e-05    5.0e-06
 921300      1.64e-04      1.19e-05    5.0e-06
 921400      3.80e-04      2.74e-05    5.0e-06
 921500      3.73e-04      2.69e-05    5.0e-06
 921600      5.59e-04      4.03e-05    5.0e-06
 921700      5.23e-04      3.78e-05    5.0e-06
 921800      5.27e-04      3.80e-05    5.0e-06
 921900      3.81e-04      2.75e-05    5.0e-06
 922000      2.32e-04      1.67e-05    5.0e-06
 922100      1.02e-04      7.39e-06    5.0e-06
 922200      5.05e-04      3.65e-05    5.0e-06
 922300      3.81e-04      2.75e-05    5.0e-06
 922400      2.83e-04      2.04e-05    5.0e-06
 922500      4.47e-04      3.22e-05    5.0e-06
 922600      2.20e-04      1.58e-05    5.0e-06
 922700      4.93e-04      3.56e-05    5.0e-06
 922800      2.62e-04      1.89e-05    5.0e-06
 922900      3.75e-04      2.71e-05    5.0e-06
 923000      2.29e-04      1.65e-05    5.0e-06
 923100      2.73e-04      1.97e-05    5.0e-06
 923200      3.64e-04      2.63e-05    5.0e-06
 923300      3.86e-04      2.78e-05    5.0e-06
 923400      3.12e-04      2.25e-05    5.0e-06
 923500      2.55e-04      1.84e-05    5.0e-06
 923600      3.16e-04      2.28e-05    5.0e-06
 923700      3.40e-04      2.45e-05    5.0e-06
 923800      5.03e-04      3.63e-05    5.0e-06
 923900      3.53e-04      2.55e-05    5.0e-06
 924000      2.65e-04      1.91e-05    5.0e-06
 924100      2.55e-04      1.84e-05    5.0e-06
 924200      2.18e-04      1.57e-05    5.0e-06
 924300      3.79e-04      2.74e-05    5.0e-06
 924400      4.56e-04      3.29e-05    5.0e-06
 924500      2.98e-04      2.15e-05    5.0e-06
 924600      2.61e-04      1.88e-05    5.0e-06
 924700      9.74e-05      7.03e-06    5.0e-06
 924800      5.62e-04      4.06e-05    5.0e-06
 924900      2.13e-04      1.54e-05    5.0e-06
 925000      2.19e-04      1.58e-05    4.9e-06
 925100      3.61e-04      2.60e-05    4.9e-06
 925200      3.90e-04      2.82e-05    4.9e-06
 925300      2.74e-04      1.98e-05    4.9e-06
 925400      3.25e-04      2.34e-05    4.9e-06
 925500      3.54e-04      2.56e-05    4.9e-06
 925600      4.30e-04      3.10e-05    4.9e-06
 925700      2.99e-04      2.15e-05    4.9e-06
 925800      3.58e-04      2.59e-05    4.9e-06
 925900      3.72e-04      2.69e-05    4.9e-06
 926000      4.56e-04      3.29e-05    4.9e-06
 926100      5.59e-04      4.03e-05    4.9e-06
 926200      4.71e-04      3.40e-05    4.9e-06
 926300      3.61e-04      2.61e-05    4.9e-06
 926400      5.05e-04      3.64e-05    4.9e-06
 926500      2.64e-04      1.91e-05    4.9e-06
 926600      3.42e-04      2.47e-05    4.9e-06
 926700      2.02e-04      1.46e-05    4.9e-06
 926800      3.05e-04      2.20e-05    4.9e-06
 926900      1.50e-04      1.08e-05    4.9e-06
 927000      4.05e-04      2.93e-05    4.9e-06
 927100      3.61e-04      2.61e-05    4.9e-06
 927200      1.85e-04      1.34e-05    4.9e-06
 927300      2.22e-04      1.60e-05    4.9e-06
 927400      1.30e-04      9.41e-06    4.9e-06
 927500      2.98e-04      2.15e-05    4.9e-06
 927600      4.64e-04      3.35e-05    4.9e-06
 927700      3.15e-04      2.27e-05    4.9e-06
 927800      3.11e-04      2.25e-05    4.9e-06
 927900      1.74e-04      1.25e-05    4.9e-06
 928000      5.31e-04      3.83e-05    4.9e-06
 928100      4.24e-04      3.06e-05    4.9e-06
 928200      3.82e-04      2.76e-05    4.9e-06
 928300      1.50e-04      1.08e-05    4.9e-06
 928400      2.90e-04      2.09e-05    4.9e-06
 928500      3.35e-04      2.42e-05    4.9e-06
 928600      3.39e-04      2.45e-05    4.9e-06
 928700      3.99e-04      2.88e-05    4.9e-06
 928800      3.24e-04      2.33e-05    4.9e-06
 928900      3.06e-04      2.21e-05    4.9e-06
 929000      2.41e-04      1.74e-05    4.9e-06
 929100      3.89e-04      2.81e-05    4.9e-06
 929200      2.57e-04      1.85e-05    4.9e-06
 929300      2.08e-04      1.50e-05    4.9e-06
 929400      2.13e-04      1.54e-05    4.9e-06
 929500      3.48e-04      2.51e-05    4.9e-06
 929600      2.19e-04      1.58e-05    4.9e-06
 929700      6.23e-04      4.50e-05    4.9e-06
 929800      2.73e-04      1.97e-05    4.9e-06
 929900      4.11e-04      2.97e-05    4.9e-06
 930000      2.96e-04      2.14e-05    4.7e-06
 930100      2.15e-04      1.55e-05    4.7e-06
 930200      3.20e-04      2.31e-05    4.7e-06
 930300      1.78e-04      1.28e-05    4.7e-06
 930400      3.50e-04      2.53e-05    4.7e-06
 930500      3.26e-04      2.35e-05    4.7e-06
 930600      2.70e-04      1.95e-05    4.7e-06
 930700      2.33e-04      1.68e-05    4.7e-06
 930800      3.61e-04      2.61e-05    4.7e-06
 930900      2.54e-04      1.83e-05    4.7e-06
 931000      4.53e-04      3.27e-05    4.7e-06
 931100      3.52e-04      2.54e-05    4.7e-06
 931200      1.03e-04      7.41e-06    4.7e-06
 931300      1.50e-04      1.08e-05    4.7e-06
 931400      1.39e-04      1.00e-05    4.7e-06
 931500      3.10e-04      2.24e-05    4.7e-06
 931600      3.05e-04      2.20e-05    4.7e-06
 931700      5.25e-04      3.79e-05    4.7e-06
 931800      3.10e-04      2.23e-05    4.7e-06
 931900      2.43e-04      1.75e-05    4.7e-06
 932000      3.54e-04      2.56e-05    4.7e-06
 932100      2.62e-04      1.89e-05    4.7e-06
 932200      4.28e-04      3.09e-05    4.7e-06
 932300      4.65e-04      3.36e-05    4.7e-06
 932400      3.53e-04      2.55e-05    4.7e-06
 932500      3.94e-04      2.84e-05    4.7e-06
 932600      3.85e-04      2.78e-05    4.7e-06
 932700      9.20e-05      6.64e-06    4.7e-06
 932800      2.51e-04      1.81e-05    4.7e-06
 932900      2.27e-04      1.64e-05    4.7e-06
 933000      4.58e-04      3.31e-05    4.7e-06
 933100      2.27e-04      1.64e-05    4.7e-06
 933200      3.53e-04      2.55e-05    4.7e-06
 933300      2.68e-04      1.93e-05    4.7e-06
 933400      3.26e-04      2.35e-05    4.7e-06
 933500      2.52e-04      1.82e-05    4.7e-06
 933600      1.65e-04      1.19e-05    4.7e-06
 933700      3.58e-04      2.58e-05    4.7e-06
 933800      2.74e-04      1.98e-05    4.7e-06
 933900      2.77e-04      2.00e-05    4.7e-06
 934000      3.13e-04      2.26e-05    4.7e-06
 934100      5.32e-04      3.84e-05    4.7e-06
 934200      2.09e-04      1.51e-05    4.7e-06
 934300      1.81e-04      1.31e-05    4.7e-06
 934400      2.08e-04      1.50e-05    4.7e-06
 934500      2.59e-04      1.87e-05    4.7e-06
 934600      3.68e-04      2.66e-05    4.7e-06
 934700      4.96e-04      3.58e-05    4.7e-06
 934800      2.62e-04      1.89e-05    4.7e-06
 934900      4.35e-04      3.14e-05    4.7e-06
 935000      2.64e-04      1.90e-05    4.6e-06
 935100      3.47e-04      2.51e-05    4.6e-06
 935200      2.02e-04      1.45e-05    4.6e-06
 935300      3.94e-04      2.85e-05    4.6e-06
 935400      3.10e-04      2.24e-05    4.6e-06
 935500      2.79e-04      2.02e-05    4.6e-06
 935600      2.84e-04      2.05e-05    4.6e-06
 935700      3.63e-04      2.62e-05    4.6e-06
 935800      3.67e-04      2.65e-05    4.6e-06
 935900      3.25e-04      2.34e-05    4.6e-06
 936000      2.41e-04      1.74e-05    4.6e-06
 936100      4.07e-04      2.94e-05    4.6e-06
 936200      2.16e-04      1.56e-05    4.6e-06
 936300      3.70e-04      2.67e-05    4.6e-06
 936400      1.77e-04      1.28e-05    4.6e-06
 936500      2.29e-04      1.65e-05    4.6e-06
 936600      3.76e-04      2.71e-05    4.6e-06
 936700      3.09e-04      2.23e-05    4.6e-06
 936800      3.37e-04      2.43e-05    4.6e-06
 936900      3.73e-04      2.69e-05    4.6e-06
 937000      3.17e-04      2.29e-05    4.6e-06
 937100      3.86e-04      2.79e-05    4.6e-06
 937200      2.16e-04      1.56e-05    4.6e-06
 937300      2.58e-04      1.86e-05    4.6e-06
 937400      3.47e-04      2.51e-05    4.6e-06
 937500      4.73e-04      3.41e-05    4.6e-06
 937600      3.02e-04      2.18e-05    4.6e-06
 937700      2.56e-04      1.85e-05    4.6e-06
 937800      2.69e-04      1.94e-05    4.6e-06
 937900      2.51e-04      1.81e-05    4.6e-06
 938000      3.78e-04      2.73e-05    4.6e-06
 938100      2.75e-04      1.98e-05    4.6e-06
 938200      4.48e-04      3.23e-05    4.6e-06
 938300      3.77e-04      2.72e-05    4.6e-06
 938400      1.99e-04      1.44e-05    4.6e-06
 938500      4.48e-04      3.23e-05    4.6e-06
 938600      5.77e-04      4.16e-05    4.6e-06
 938700      1.83e-04      1.32e-05    4.6e-06
 938800      2.94e-04      2.12e-05    4.6e-06
 938900      6.45e-05      4.66e-06    4.6e-06
 939000      4.80e-04      3.46e-05    4.6e-06
 939100      1.24e-04      8.93e-06    4.6e-06
 939200      1.98e-04      1.43e-05    4.6e-06
 939300      2.35e-04      1.70e-05    4.6e-06
 939400      2.09e-04      1.51e-05    4.6e-06
 939500      1.87e-04      1.35e-05    4.6e-06
 939600      8.15e-04      5.88e-05    4.6e-06
 939700      3.23e-04      2.33e-05    4.6e-06
 939800      1.99e-04      1.43e-05    4.6e-06
 939900      4.27e-04      3.08e-05    4.6e-06
 940000      3.17e-04      2.28e-05    4.5e-06
 940100      2.25e-04      1.62e-05    4.5e-06
 940200      1.66e-04      1.20e-05    4.5e-06
 940300      3.07e-04      2.22e-05    4.5e-06
 940400      2.53e-04      1.83e-05    4.5e-06
 940500      2.69e-04      1.94e-05    4.5e-06
 940600      2.59e-04      1.87e-05    4.5e-06
 940700      1.94e-04      1.40e-05    4.5e-06
 940800      3.40e-04      2.45e-05    4.5e-06
 940900      3.01e-04      2.18e-05    4.5e-06
 941000      1.78e-04      1.28e-05    4.5e-06
 941100      1.00e-04      7.25e-06    4.5e-06
 941200      2.88e-04      2.08e-05    4.5e-06
 941300      2.17e-04      1.56e-05    4.5e-06
 941400      2.27e-04      1.64e-05    4.5e-06
 941500      2.24e-04      1.62e-05    4.5e-06
 941600      2.73e-04      1.97e-05    4.5e-06
 941700      3.23e-04      2.33e-05    4.5e-06
 941800      4.09e-04      2.95e-05    4.5e-06
 941900      2.47e-04      1.78e-05    4.5e-06
 942000      2.09e-04      1.51e-05    4.5e-06
 942100      4.16e-04      3.00e-05    4.5e-06
 942200      1.41e-04      1.02e-05    4.5e-06
 942300      3.03e-04      2.19e-05    4.5e-06
 942400      1.90e-04      1.37e-05    4.5e-06
 942500      2.72e-04      1.96e-05    4.5e-06
 942600      3.69e-04      2.66e-05    4.5e-06
 942700      3.97e-04      2.87e-05    4.5e-06
 942800      2.78e-04      2.01e-05    4.5e-06
 942900      1.02e-04      7.38e-06    4.5e-06
 943000      4.87e-04      3.51e-05    4.5e-06
 943100      2.92e-04      2.10e-05    4.5e-06
 943200      3.90e-04      2.82e-05    4.5e-06
 943300      4.45e-04      3.21e-05    4.5e-06
 943400      5.20e-04      3.76e-05    4.5e-06
 943500      3.00e-04      2.16e-05    4.5e-06
 943600      3.00e-04      2.17e-05    4.5e-06
 943700      4.91e-04      3.54e-05    4.5e-06
 943800      2.07e-04      1.50e-05    4.5e-06
 943900      2.58e-04      1.86e-05    4.5e-06
 944000      1.28e-04      9.26e-06    4.5e-06
 944100      2.24e-04      1.62e-05    4.5e-06
 944200      2.76e-04      1.99e-05    4.5e-06
 944300      5.44e-04      3.92e-05    4.5e-06
 944400      2.77e-04      2.00e-05    4.5e-06
 944500      1.97e-04      1.42e-05    4.5e-06
 944600      2.31e-04      1.66e-05    4.5e-06
 944700      3.01e-04      2.18e-05    4.5e-06
 944800      3.15e-04      2.27e-05    4.5e-06
 944900      2.35e-04      1.70e-05    4.5e-06
 945000      1.83e-04      1.32e-05    4.3e-06
 945100      1.74e-04      1.25e-05    4.3e-06
 945200      3.87e-04      2.79e-05    4.3e-06
 945300      1.88e-04      1.36e-05    4.3e-06
 945400      4.21e-04      3.04e-05    4.3e-06
 945500      2.58e-04      1.86e-05    4.3e-06
 945600      4.07e-04      2.94e-05    4.3e-06
 945700      3.15e-04      2.27e-05    4.3e-06
 945800      1.46e-04      1.05e-05    4.3e-06
 945900      1.76e-04      1.27e-05    4.3e-06
 946000      3.63e-04      2.62e-05    4.3e-06
 946100      3.18e-04      2.30e-05    4.3e-06
 946200      3.50e-04      2.53e-05    4.3e-06
 946300      4.25e-04      3.07e-05    4.3e-06
 946400      2.05e-04      1.48e-05    4.3e-06
 946500      2.16e-04      1.56e-05    4.3e-06
 946600      2.41e-04      1.74e-05    4.3e-06
 946700      1.50e-04      1.08e-05    4.3e-06
 946800      1.60e-04      1.15e-05    4.3e-06
 946900      3.52e-04      2.54e-05    4.3e-06
 947000      5.10e-04      3.68e-05    4.3e-06
 947100      2.41e-04      1.74e-05    4.3e-06
 947200      3.76e-04      2.72e-05    4.3e-06
 947300      4.98e-04      3.60e-05    4.3e-06
 947400      2.88e-04      2.08e-05    4.3e-06
 947500      1.61e-04      1.16e-05    4.3e-06
 947600      2.34e-04      1.69e-05    4.3e-06
 947700      3.03e-04      2.19e-05    4.3e-06
 947800      2.47e-04      1.78e-05    4.3e-06
 947900      1.54e-04      1.11e-05    4.3e-06
 948000      6.54e-04      4.72e-05    4.3e-06
 948100      1.83e-04      1.32e-05    4.3e-06
 948200      1.22e-04      8.81e-06    4.3e-06
 948300      4.21e-04      3.04e-05    4.3e-06
 948400      1.52e-04      1.10e-05    4.3e-06
 948500      2.51e-04      1.81e-05    4.3e-06
 948600      2.15e-04      1.55e-05    4.3e-06
 948700      3.74e-04      2.70e-05    4.3e-06
 948800      2.02e-04      1.46e-05    4.3e-06
 948900      3.21e-04      2.32e-05    4.3e-06
 949000      1.89e-04      1.36e-05    4.3e-06
 949100      4.37e-04      3.15e-05    4.3e-06
 949200      2.20e-04      1.59e-05    4.3e-06
 949300      2.74e-04      1.98e-05    4.3e-06
 949400      1.10e-04      7.95e-06    4.3e-06
 949500      4.14e-04      2.99e-05    4.3e-06
 949600      2.52e-04      1.82e-05    4.3e-06
 949700      3.58e-04      2.58e-05    4.3e-06
 949800      4.77e-04      3.44e-05    4.3e-06
 949900      1.85e-04      1.33e-05    4.3e-06
 950000      3.59e-04      2.59e-05    4.2e-06
 950100      1.45e-04      1.05e-05    4.2e-06
 950200      2.88e-04      2.08e-05    4.2e-06
 950300      2.36e-04      1.70e-05    4.2e-06
 950400      2.06e-04      1.48e-05    4.2e-06
 950500      1.58e-04      1.14e-05    4.2e-06
 950600      2.93e-04      2.12e-05    4.2e-06
 950700      1.63e-04      1.17e-05    4.2e-06
 950800      2.58e-04      1.86e-05    4.2e-06
 950900      2.23e-04      1.61e-05    4.2e-06
 951000      3.59e-04      2.59e-05    4.2e-06
 951100      2.16e-04      1.56e-05    4.2e-06
 951200      9.51e-04      6.86e-05    4.2e-06
 951300      2.99e-04      2.16e-05    4.2e-06
 951400      3.24e-04      2.34e-05    4.2e-06
 951500      2.35e-04      1.70e-05    4.2e-06
 951600      2.91e-04      2.10e-05    4.2e-06
 951700      3.20e-04      2.31e-05    4.2e-06
 951800      1.68e-04      1.21e-05    4.2e-06
 951900      2.08e-04      1.50e-05    4.2e-06
 952000      2.79e-04      2.02e-05    4.2e-06
 952100      2.80e-04      2.02e-05    4.2e-06
 952200      2.54e-04      1.83e-05    4.2e-06
 952300      2.23e-04      1.61e-05    4.2e-06
 952400      3.39e-04      2.45e-05    4.2e-06
 952500      3.32e-04      2.39e-05    4.2e-06
 952600      2.37e-04      1.71e-05    4.2e-06
 952700      4.19e-04      3.03e-05    4.2e-06
 952800      1.64e-04      1.19e-05    4.2e-06
 952900      1.55e-04      1.12e-05    4.2e-06
 953000      1.11e-04      8.03e-06    4.2e-06
 953100      2.21e-04      1.60e-05    4.2e-06
 953200      1.62e-04      1.17e-05    4.2e-06
 953300      2.70e-04      1.95e-05    4.2e-06
 953400      2.27e-04      1.63e-05    4.2e-06
 953500      1.37e-04      9.87e-06    4.2e-06
 953600      3.10e-04      2.24e-05    4.2e-06
 953700      2.03e-04      1.47e-05    4.2e-06
 953800      2.28e-04      1.64e-05    4.2e-06
 953900      2.58e-04      1.86e-05    4.2e-06
 954000      1.63e-04      1.18e-05    4.2e-06
 954100      2.56e-04      1.85e-05    4.2e-06
 954200      4.43e-04      3.20e-05    4.2e-06
 954300      1.70e-04      1.23e-05    4.2e-06
 954400      2.60e-04      1.88e-05    4.2e-06
 954500      2.21e-04      1.59e-05    4.2e-06
 954600      2.67e-04      1.93e-05    4.2e-06
 954700      1.63e-04      1.17e-05    4.2e-06
 954800      1.17e-04      8.46e-06    4.2e-06
 954900      1.92e-04      1.39e-05    4.2e-06
 955000      2.67e-04      1.93e-05    4.1e-06
 955100      3.20e-04      2.31e-05    4.1e-06
 955200      1.56e-04      1.13e-05    4.1e-06
 955300      1.27e-04      9.20e-06    4.1e-06
 955400      3.29e-04      2.37e-05    4.1e-06
 955500      1.38e-04      9.96e-06    4.1e-06
 955600      2.80e-04      2.02e-05    4.1e-06
 955700      3.08e-04      2.23e-05    4.1e-06
 955800      4.16e-04      3.00e-05    4.1e-06
 955900      2.07e-04      1.50e-05    4.1e-06
 956000      1.67e-04      1.20e-05    4.1e-06
 956100      1.71e-04      1.24e-05    4.1e-06
 956200      1.94e-04      1.40e-05    4.1e-06
 956300      3.02e-04      2.18e-05    4.1e-06
 956400      2.20e-04      1.59e-05    4.1e-06
 956500      2.17e-04      1.57e-05    4.1e-06
 956600      1.76e-04      1.27e-05    4.1e-06
 956700      1.64e-04      1.19e-05    4.1e-06
 956800      2.36e-04      1.70e-05    4.1e-06
 956900      4.69e-04      3.39e-05    4.1e-06
 957000      2.26e-04      1.63e-05    4.1e-06
 957100      6.47e-04      4.67e-05    4.1e-06
 957200      3.27e-04      2.36e-05    4.1e-06
 957300      1.83e-04      1.32e-05    4.1e-06
 957400      3.37e-04      2.43e-05    4.1e-06
 957500      1.34e-04      9.68e-06    4.1e-06
 957600      1.36e-04      9.85e-06    4.1e-06
 957700      2.32e-04      1.68e-05    4.1e-06
 957800      4.64e-04      3.35e-05    4.1e-06
 957900      3.47e-04      2.50e-05    4.1e-06
 958000      2.35e-04      1.70e-05    4.1e-06
 958100      8.65e-04      6.24e-05    4.1e-06
 958200      4.00e-04      2.88e-05    4.1e-06
 958300      2.58e-04      1.86e-05    4.1e-06
 958400      1.28e-04      9.27e-06    4.1e-06
 958500      2.21e-04      1.60e-05    4.1e-06
 958600      1.44e-04      1.04e-05    4.1e-06
 958700      1.84e-04      1.33e-05    4.1e-06
 958800      3.43e-04      2.47e-05    4.1e-06
 958900      1.79e-04      1.29e-05    4.1e-06
 959000      3.27e-04      2.36e-05    4.1e-06
 959100      1.64e-04      1.18e-05    4.1e-06
 959200      3.18e-04      2.29e-05    4.1e-06
 959300      2.30e-04      1.66e-05    4.1e-06
 959400      1.44e-04      1.04e-05    4.1e-06
 959500      2.88e-04      2.08e-05    4.1e-06
 959600      3.82e-04      2.76e-05    4.1e-06
 959700      1.97e-04      1.42e-05    4.1e-06
 959800      3.06e-04      2.21e-05    4.1e-06
 959900      2.65e-04      1.91e-05    4.1e-06
 960000      2.23e-04      1.61e-05    4.0e-06
 960100      2.04e-04      1.47e-05    4.0e-06
 960200      2.50e-04      1.80e-05    4.0e-06
 960300      2.00e-04      1.44e-05    4.0e-06
 960400      2.51e-04      1.81e-05    4.0e-06
 960500      4.02e-04      2.90e-05    4.0e-06
 960600      2.66e-04      1.92e-05    4.0e-06
 960700      3.14e-04      2.27e-05    4.0e-06
 960800      2.11e-04      1.52e-05    4.0e-06
 960900      2.52e-04      1.82e-05    4.0e-06
 961000      2.23e-04      1.61e-05    4.0e-06
 961100      2.38e-04      1.72e-05    4.0e-06
 961200      3.20e-04      2.31e-05    4.0e-06
 961300      3.00e-04      2.16e-05    4.0e-06
 961400      3.20e-04      2.31e-05    4.0e-06
 961500      2.22e-04      1.60e-05    4.0e-06
 961600      2.08e-04      1.50e-05    4.0e-06
 961700      4.54e-04      3.28e-05    4.0e-06
 961800      2.99e-04      2.16e-05    4.0e-06
 961900      2.19e-04      1.58e-05    4.0e-06
 962000      1.87e-04      1.35e-05    4.0e-06
 962100      3.34e-04      2.41e-05    4.0e-06
 962200      2.17e-04      1.57e-05    4.0e-06
