# step       rmse_trn   rmse_gl_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 477900      4.94e-03      3.56e-04    6.5e-05
 478000      6.37e-03      4.59e-04    6.5e-05
 478100      3.31e-03      2.39e-04    6.5e-05
 478200      3.94e-03      2.84e-04    6.5e-05
 478300      7.94e-03      5.73e-04    6.5e-05
 478400      5.08e-03      3.67e-04    6.5e-05
 478500      3.93e-03      2.84e-04    6.5e-05
 478600      2.76e-03      1.99e-04    6.5e-05
 478700      6.04e-03      4.36e-04    6.5e-05
 478800      3.37e-03      2.44e-04    6.5e-05
 478900      3.34e-03      2.41e-04    6.5e-05
 479000      2.64e-03      1.90e-04    6.5e-05
 479100      4.63e-03      3.34e-04    6.5e-05
 479200      8.92e-03      6.44e-04    6.5e-05
 479300      2.99e-03      2.16e-04    6.5e-05
 479400      3.40e-03      2.46e-04    6.5e-05
 479500      4.31e-03      3.11e-04    6.5e-05
 479600      3.95e-03      2.85e-04    6.5e-05
 479700      5.25e-03      3.79e-04    6.5e-05
 479800      5.11e-03      3.69e-04    6.5e-05
 479900      3.40e-03      2.46e-04    6.5e-05
 480000      4.39e-03      3.17e-04    6.3e-05
 480100      2.59e-03      1.87e-04    6.3e-05
 480200      4.84e-03      3.49e-04    6.3e-05
 480300      4.44e-03      3.20e-04    6.3e-05
 480400      2.50e-03      1.81e-04    6.3e-05
 480500      4.72e-03      3.41e-04    6.3e-05
 480600      3.90e-03      2.82e-04    6.3e-05
 480700      5.67e-03      4.09e-04    6.3e-05
 480800      4.28e-03      3.09e-04    6.3e-05
 480900      5.25e-03      3.79e-04    6.3e-05
 481000      3.67e-03      2.65e-04    6.3e-05
 481100      3.92e-03      2.83e-04    6.3e-05
 481200      6.89e-03      4.98e-04    6.3e-05
 481300      9.20e-03      6.64e-04    6.3e-05
 481400      3.64e-03      2.63e-04    6.3e-05
 481500      4.19e-03      3.02e-04    6.3e-05
 481600      3.37e-03      2.43e-04    6.3e-05
 481700      4.08e-03      2.95e-04    6.3e-05
 481800      4.01e-03      2.90e-04    6.3e-05
 481900      4.75e-03      3.43e-04    6.3e-05
 482000      3.75e-03      2.70e-04    6.3e-05
 482100      5.83e-03      4.21e-04    6.3e-05
 482200      1.03e-02      7.41e-04    6.3e-05
 482300      3.02e-03      2.18e-04    6.3e-05
 482400      5.63e-03      4.06e-04    6.3e-05
 482500      5.79e-03      4.18e-04    6.3e-05
 482600      6.03e-03      4.35e-04    6.3e-05
 482700      3.58e-03      2.59e-04    6.3e-05
 482800      5.55e-03      4.00e-04    6.3e-05
 482900      2.20e-03      1.59e-04    6.3e-05
 483000      4.01e-03      2.89e-04    6.3e-05
 483100      5.63e-03      4.06e-04    6.3e-05
 483200      5.48e-03      3.95e-04    6.3e-05
 483300      4.98e-03      3.60e-04    6.3e-05
 483400      2.52e-03      1.82e-04    6.3e-05
 483500      3.26e-03      2.35e-04    6.3e-05
 483600      5.49e-03      3.96e-04    6.3e-05
 483700      2.05e-03      1.48e-04    6.3e-05
 483800      4.90e-03      3.53e-04    6.3e-05
 483900      6.98e-03      5.03e-04    6.3e-05
 484000      4.62e-03      3.33e-04    6.3e-05
 484100      4.32e-03      3.12e-04    6.3e-05
 484200      5.46e-03      3.94e-04    6.3e-05
 484300      2.14e-03      1.54e-04    6.3e-05
 484400      3.68e-03      2.65e-04    6.3e-05
 484500      2.52e-03      1.82e-04    6.3e-05
 484600      3.59e-03      2.59e-04    6.3e-05
 484700      4.16e-03      3.00e-04    6.3e-05
 484800      4.18e-03      3.02e-04    6.3e-05
 484900      2.56e-03      1.85e-04    6.3e-05
 485000      3.08e-03      2.22e-04    6.1e-05
 485100      4.01e-03      2.90e-04    6.1e-05
 485200      4.14e-03      2.99e-04    6.1e-05
 485300      5.86e-03      4.23e-04    6.1e-05
 485400      2.24e-03      1.62e-04    6.1e-05
 485500      3.76e-03      2.71e-04    6.1e-05
 485600      2.11e-03      1.52e-04    6.1e-05
 485700      4.52e-03      3.26e-04    6.1e-05
 485800      3.26e-03      2.36e-04    6.1e-05
 485900      2.25e-03      1.62e-04    6.1e-05
 486000      3.02e-03      2.18e-04    6.1e-05
 486100      2.71e-03      1.95e-04    6.1e-05
 486200      2.92e-03      2.11e-04    6.1e-05
 486300      4.80e-03      3.47e-04    6.1e-05
 486400      6.30e-03      4.54e-04    6.1e-05
 486500      3.11e-03      2.25e-04    6.1e-05
 486600      2.54e-03      1.83e-04    6.1e-05
 486700      3.66e-03      2.64e-04    6.1e-05
 486800      1.88e-03      1.36e-04    6.1e-05
 486900      3.69e-03      2.67e-04    6.1e-05
 487000      4.73e-03      3.41e-04    6.1e-05
 487100      3.83e-03      2.77e-04    6.1e-05
 487200      6.27e-03      4.52e-04    6.1e-05
 487300      2.81e-03      2.03e-04    6.1e-05
 487400      3.11e-03      2.25e-04    6.1e-05
 487500      2.72e-03      1.96e-04    6.1e-05
 487600      6.77e-03      4.88e-04    6.1e-05
 487700      9.05e-03      6.53e-04    6.1e-05
 487800      3.06e-03      2.21e-04    6.1e-05
 487900      5.62e-03      4.06e-04    6.1e-05
 488000      3.52e-03      2.54e-04    6.1e-05
 488100      3.04e-03      2.19e-04    6.1e-05
 488200      4.82e-03      3.48e-04    6.1e-05
 488300      3.18e-03      2.29e-04    6.1e-05
 488400      2.71e-03      1.95e-04    6.1e-05
 488500      4.22e-03      3.05e-04    6.1e-05
 488600      3.66e-03      2.64e-04    6.1e-05
 488700      3.32e-03      2.39e-04    6.1e-05
 488800      7.17e-03      5.17e-04    6.1e-05
 488900      5.41e-03      3.90e-04    6.1e-05
 489000      3.69e-03      2.66e-04    6.1e-05
 489100      5.18e-03      3.74e-04    6.1e-05
 489200      2.68e-03      1.93e-04    6.1e-05
 489300      2.84e-03      2.05e-04    6.1e-05
 489400      4.56e-03      3.29e-04    6.1e-05
 489500      4.94e-03      3.57e-04    6.1e-05
 489600      4.29e-03      3.10e-04    6.1e-05
 489700      2.17e-03      1.57e-04    6.1e-05
 489800      3.94e-03      2.85e-04    6.1e-05
 489900      4.86e-03      3.51e-04    6.1e-05
 490000      4.92e-03      3.55e-04    6.0e-05
 490100      3.15e-03      2.27e-04    6.0e-05
 490200      3.20e-03      2.31e-04    6.0e-05
 490300      4.63e-03      3.35e-04    6.0e-05
 490400      1.01e-02      7.27e-04    6.0e-05
 490500      4.05e-03      2.93e-04    6.0e-05
 490600      5.21e-03      3.76e-04    6.0e-05
 490700      3.70e-03      2.67e-04    6.0e-05
 490800      2.98e-03      2.15e-04    6.0e-05
 490900      3.88e-03      2.80e-04    6.0e-05
 491000      9.32e-03      6.72e-04    6.0e-05
 491100      3.78e-03      2.73e-04    6.0e-05
 491200      4.58e-03      3.30e-04    6.0e-05
 491300      3.51e-03      2.53e-04    6.0e-05
 491400      3.54e-03      2.56e-04    6.0e-05
 491500      3.97e-03      2.87e-04    6.0e-05
 491600      3.90e-03      2.82e-04    6.0e-05
 491700      3.91e-03      2.82e-04    6.0e-05
 491800      1.66e-03      1.19e-04    6.0e-05
 491900      3.67e-03      2.65e-04    6.0e-05
 492000      2.90e-03      2.10e-04    6.0e-05
 492100      3.00e-03      2.16e-04    6.0e-05
 492200      2.35e-03      1.70e-04    6.0e-05
 492300      3.42e-03      2.47e-04    6.0e-05
 492400      3.23e-03      2.33e-04    6.0e-05
 492500      2.48e-03      1.79e-04    6.0e-05
 492600      5.55e-03      4.01e-04    6.0e-05
 492700      4.07e-03      2.93e-04    6.0e-05
 492800      4.29e-03      3.10e-04    6.0e-05
 492900      3.55e-03      2.56e-04    6.0e-05
 493000      1.94e-03      1.40e-04    6.0e-05
 493100      4.38e-03      3.16e-04    6.0e-05
 493200      4.16e-03      3.00e-04    6.0e-05
 493300      9.36e-03      6.76e-04    6.0e-05
 493400      4.52e-03      3.26e-04    6.0e-05
 493500      4.17e-03      3.01e-04    6.0e-05
 493600      7.17e-03      5.17e-04    6.0e-05
 493700      3.99e-03      2.88e-04    6.0e-05
 493800      3.65e-03      2.63e-04    6.0e-05
 493900      2.09e-03      1.51e-04    6.0e-05
 494000      4.46e-03      3.22e-04    6.0e-05
 494100      2.86e-03      2.07e-04    6.0e-05
 494200      5.16e-03      3.72e-04    6.0e-05
 494300      3.63e-03      2.62e-04    6.0e-05
 494400      4.88e-03      3.53e-04    6.0e-05
 494500      2.65e-03      1.92e-04    6.0e-05
 494600      4.35e-03      3.14e-04    6.0e-05
 494700      1.54e-03      1.11e-04    6.0e-05
 494800      3.65e-03      2.63e-04    6.0e-05
 494900      3.77e-03      2.72e-04    6.0e-05
 495000      2.22e-03      1.60e-04    5.8e-05
 495100      2.85e-03      2.06e-04    5.8e-05
 495200      4.29e-03      3.09e-04    5.8e-05
 495300      3.51e-03      2.54e-04    5.8e-05
 495400      4.61e-03      3.33e-04    5.8e-05
 495500      4.77e-03      3.44e-04    5.8e-05
 495600      2.99e-03      2.16e-04    5.8e-05
 495700      2.70e-03      1.94e-04    5.8e-05
 495800      2.37e-03      1.71e-04    5.8e-05
 495900      7.51e-03      5.42e-04    5.8e-05
 496000      3.55e-03      2.56e-04    5.8e-05
 496100      5.76e-03      4.16e-04    5.8e-05
 496200      4.46e-03      3.22e-04    5.8e-05
 496300      2.39e-03      1.72e-04    5.8e-05
 496400      1.23e-03      8.91e-05    5.8e-05
 496500      2.49e-03      1.80e-04    5.8e-05
 496600      6.27e-03      4.53e-04    5.8e-05
 496700      1.95e-03      1.41e-04    5.8e-05
 496800      4.01e-03      2.89e-04    5.8e-05
 496900      3.89e-03      2.80e-04    5.8e-05
 497000      3.32e-03      2.40e-04    5.8e-05
 497100      3.38e-03      2.44e-04    5.8e-05
 497200      3.62e-03      2.61e-04    5.8e-05
 497300      2.46e-03      1.78e-04    5.8e-05
 497400      1.38e-03      9.96e-05    5.8e-05
 497500      1.94e-03      1.40e-04    5.8e-05
 497600      4.50e-03      3.25e-04    5.8e-05
 497700      5.54e-03      4.00e-04    5.8e-05
 497800      3.00e-03      2.16e-04    5.8e-05
 497900      3.38e-03      2.44e-04    5.8e-05
 498000      1.76e-03      1.27e-04    5.8e-05
 498100      3.03e-03      2.19e-04    5.8e-05
 498200      2.81e-03      2.03e-04    5.8e-05
 498300      2.62e-03      1.89e-04    5.8e-05
 498400      2.22e-03      1.60e-04    5.8e-05
 498500      3.83e-03      2.76e-04    5.8e-05
 498600      2.23e-03      1.61e-04    5.8e-05
 498700      6.60e-03      4.76e-04    5.8e-05
 498800      4.77e-03      3.44e-04    5.8e-05
 498900      6.13e-03      4.43e-04    5.8e-05
 499000      3.40e-03      2.45e-04    5.8e-05
 499100      2.90e-03      2.10e-04    5.8e-05
 499200      3.26e-03      2.36e-04    5.8e-05
 499300      1.51e-03      1.09e-04    5.8e-05
 499400      4.15e-03      2.99e-04    5.8e-05
 499500      3.94e-03      2.84e-04    5.8e-05
 499600      2.87e-03      2.07e-04    5.8e-05
 499700      4.61e-03      3.33e-04    5.8e-05
 499800      4.24e-03      3.06e-04    5.8e-05
 499900      4.55e-03      3.28e-04    5.8e-05
 500000      4.40e-03      3.18e-04    5.6e-05
 500100      2.74e-03      1.97e-04    5.6e-05
 500200      4.24e-03      3.06e-04    5.6e-05
 500300      2.78e-03      2.00e-04    5.6e-05
 500400      2.93e-03      2.12e-04    5.6e-05
 500500      4.76e-03      3.44e-04    5.6e-05
 500600      2.56e-03      1.84e-04    5.6e-05
 500700      4.24e-03      3.06e-04    5.6e-05
 500800      3.45e-03      2.49e-04    5.6e-05
 500900      4.88e-03      3.53e-04    5.6e-05
 501000      4.46e-03      3.22e-04    5.6e-05
 501100      4.59e-03      3.31e-04    5.6e-05
 501200      2.20e-03      1.59e-04    5.6e-05
 501300      2.96e-03      2.13e-04    5.6e-05
 501400      4.94e-03      3.57e-04    5.6e-05
 501500      3.57e-03      2.57e-04    5.6e-05
 501600      5.32e-03      3.84e-04    5.6e-05
 501700      6.37e-03      4.60e-04    5.6e-05
 501800      2.75e-03      1.98e-04    5.6e-05
 501900      2.81e-03      2.03e-04    5.6e-05
 502000      2.03e-03      1.46e-04    5.6e-05
 502100      4.97e-03      3.58e-04    5.6e-05
 502200      5.40e-03      3.90e-04    5.6e-05
 502300      2.76e-03      1.99e-04    5.6e-05
 502400      4.00e-03      2.89e-04    5.6e-05
 502500      6.00e-03      4.33e-04    5.6e-05
 502600      2.42e-03      1.75e-04    5.6e-05
 502700      3.95e-03      2.85e-04    5.6e-05
 502800      3.73e-03      2.69e-04    5.6e-05
 502900      5.45e-03      3.93e-04    5.6e-05
 503000      3.81e-03      2.75e-04    5.6e-05
 503100      2.62e-03      1.89e-04    5.6e-05
 503200      4.70e-03      3.39e-04    5.6e-05
 503300      5.02e-03      3.62e-04    5.6e-05
 503400      2.77e-03      2.00e-04    5.6e-05
 503500      5.27e-03      3.80e-04    5.6e-05
 503600      1.92e-03      1.38e-04    5.6e-05
 503700      1.07e-03      7.70e-05    5.6e-05
 503800      1.02e-02      7.38e-04    5.6e-05
 503900      2.06e-03      1.48e-04    5.6e-05
 504000      4.59e-03      3.31e-04    5.6e-05
 504100      4.64e-03      3.35e-04    5.6e-05
 504200      3.49e-03      2.52e-04    5.6e-05
 504300      1.69e-03      1.22e-04    5.6e-05
 504400      3.03e-03      2.19e-04    5.6e-05
 504500      4.22e-03      3.04e-04    5.6e-05
 504600      5.48e-03      3.95e-04    5.6e-05
 504700      3.47e-03      2.50e-04    5.6e-05
 504800      2.78e-03      2.00e-04    5.6e-05
 504900      2.36e-03      1.70e-04    5.6e-05
 505000      2.81e-03      2.03e-04    5.5e-05
 505100      1.57e-03      1.13e-04    5.5e-05
 505200      1.79e-03      1.29e-04    5.5e-05
 505300      4.38e-03      3.16e-04    5.5e-05
 505400      3.85e-03      2.78e-04    5.5e-05
 505500      6.38e-03      4.60e-04    5.5e-05
 505600      7.90e-03      5.70e-04    5.5e-05
 505700      3.82e-03      2.76e-04    5.5e-05
 505800      3.40e-03      2.45e-04    5.5e-05
 505900      3.22e-03      2.32e-04    5.5e-05
 506000      2.55e-03      1.84e-04    5.5e-05
 506100      4.06e-03      2.93e-04    5.5e-05
 506200      4.12e-03      2.98e-04    5.5e-05
 506300      2.74e-03      1.98e-04    5.5e-05
 506400      5.48e-03      3.95e-04    5.5e-05
 506500      3.74e-03      2.70e-04    5.5e-05
 506600      1.32e-03      9.52e-05    5.5e-05
 506700      6.98e-03      5.04e-04    5.5e-05
 506800      4.03e-03      2.91e-04    5.5e-05
 506900      3.62e-03      2.61e-04    5.5e-05
 507000      7.19e-03      5.19e-04    5.5e-05
 507100      4.65e-03      3.36e-04    5.5e-05
 507200      3.11e-03      2.25e-04    5.5e-05
 507300      3.39e-03      2.45e-04    5.5e-05
 507400      3.21e-03      2.31e-04    5.5e-05
 507500      3.89e-03      2.81e-04    5.5e-05
 507600      2.87e-03      2.07e-04    5.5e-05
 507700      3.34e-03      2.41e-04    5.5e-05
 507800      4.10e-03      2.96e-04    5.5e-05
 507900      4.57e-03      3.30e-04    5.5e-05
 508000      6.52e-03      4.70e-04    5.5e-05
 508100      4.20e-03      3.03e-04    5.5e-05
 508200      4.08e-03      2.94e-04    5.5e-05
 508300      1.85e-03      1.33e-04    5.5e-05
 508400      4.90e-03      3.54e-04    5.5e-05
 508500      3.76e-03      2.71e-04    5.5e-05
 508600      3.00e-03      2.17e-04    5.5e-05
 508700      4.05e-03      2.92e-04    5.5e-05
 508800      4.04e-03      2.91e-04    5.5e-05
 508900      5.60e-03      4.04e-04    5.5e-05
 509000      5.20e-03      3.76e-04    5.5e-05
 509100      3.02e-03      2.18e-04    5.5e-05
 509200      4.87e-03      3.52e-04    5.5e-05
 509300      4.08e-03      2.94e-04    5.5e-05
 509400      4.11e-03      2.97e-04    5.5e-05
 509500      6.33e-03      4.57e-04    5.5e-05
 509600      4.03e-03      2.91e-04    5.5e-05
 509700      3.95e-03      2.85e-04    5.5e-05
 509800      1.91e-03      1.38e-04    5.5e-05
 509900      4.55e-03      3.28e-04    5.5e-05
 510000      3.59e-03      2.59e-04    5.3e-05
 510100      4.98e-03      3.59e-04    5.3e-05
 510200      1.88e-03      1.36e-04    5.3e-05
 510300      3.30e-03      2.38e-04    5.3e-05
 510400      3.61e-03      2.61e-04    5.3e-05
 510500      4.63e-03      3.34e-04    5.3e-05
 510600      2.47e-03      1.78e-04    5.3e-05
 510700      3.96e-03      2.86e-04    5.3e-05
 510800      3.89e-03      2.81e-04    5.3e-05
 510900      2.69e-03      1.94e-04    5.3e-05
 511000      3.76e-03      2.72e-04    5.3e-05
 511100      3.69e-03      2.66e-04    5.3e-05
 511200      4.43e-03      3.20e-04    5.3e-05
 511300      2.70e-03      1.95e-04    5.3e-05
 511400      3.29e-03      2.37e-04    5.3e-05
 511500      4.94e-03      3.57e-04    5.3e-05
 511600      5.12e-03      3.69e-04    5.3e-05
 511700      4.69e-03      3.39e-04    5.3e-05
 511800      3.67e-03      2.65e-04    5.3e-05
 511900      2.14e-03      1.54e-04    5.3e-05
 512000      3.52e-03      2.54e-04    5.3e-05
 512100      2.66e-03      1.92e-04    5.3e-05
 512200      5.21e-03      3.76e-04    5.3e-05
 512300      3.74e-03      2.70e-04    5.3e-05
 512400      4.46e-03      3.22e-04    5.3e-05
 512500      5.65e-03      4.08e-04    5.3e-05
 512600      2.78e-03      2.01e-04    5.3e-05
 512700      3.88e-03      2.80e-04    5.3e-05
 512800      5.79e-03      4.18e-04    5.3e-05
 512900      5.24e-03      3.78e-04    5.3e-05
 513000      2.26e-03      1.63e-04    5.3e-05
 513100      3.14e-03      2.27e-04    5.3e-05
 513200      5.86e-03      4.23e-04    5.3e-05
 513300      2.52e-03      1.82e-04    5.3e-05
 513400      1.50e-03      1.08e-04    5.3e-05
 513500      2.48e-03      1.79e-04    5.3e-05
 513600      4.68e-03      3.37e-04    5.3e-05
 513700      7.39e-03      5.33e-04    5.3e-05
 513800      2.02e-03      1.46e-04    5.3e-05
 513900      2.96e-03      2.13e-04    5.3e-05
 514000      3.81e-03      2.75e-04    5.3e-05
 514100      3.84e-03      2.77e-04    5.3e-05
 514200      3.42e-03      2.47e-04    5.3e-05
 514300      4.20e-03      3.03e-04    5.3e-05
 514400      5.48e-03      3.95e-04    5.3e-05
 514500      1.73e-03      1.25e-04    5.3e-05
 514600      6.44e-03      4.65e-04    5.3e-05
 514700      3.25e-03      2.35e-04    5.3e-05
 514800      2.75e-03      1.99e-04    5.3e-05
 514900      3.84e-03      2.77e-04    5.3e-05
 515000      6.15e-03      4.44e-04    5.2e-05
 515100      5.13e-03      3.70e-04    5.2e-05
 515200      2.29e-03      1.65e-04    5.2e-05
 515300      3.44e-03      2.48e-04    5.2e-05
 515400      4.73e-03      3.42e-04    5.2e-05
 515500      5.63e-03      4.06e-04    5.2e-05
 515600      4.30e-03      3.11e-04    5.2e-05
 515700      1.70e-03      1.23e-04    5.2e-05
 515800      3.36e-03      2.43e-04    5.2e-05
 515900      3.98e-03      2.87e-04    5.2e-05
 516000      2.48e-03      1.79e-04    5.2e-05
 516100      2.73e-03      1.97e-04    5.2e-05
 516200      2.79e-03      2.01e-04    5.2e-05
 516300      4.36e-03      3.15e-04    5.2e-05
 516400      9.46e-03      6.83e-04    5.2e-05
 516500      4.96e-03      3.58e-04    5.2e-05
 516600      3.73e-03      2.69e-04    5.2e-05
 516700      3.39e-03      2.45e-04    5.2e-05
 516800      2.60e-03      1.88e-04    5.2e-05
 516900      3.32e-03      2.39e-04    5.2e-05
 517000      5.39e-03      3.89e-04    5.2e-05
 517100      3.54e-03      2.55e-04    5.2e-05
 517200      1.70e-03      1.23e-04    5.2e-05
 517300      2.95e-03      2.13e-04    5.2e-05
 517400      2.43e-03      1.75e-04    5.2e-05
 517500      1.51e-03      1.09e-04    5.2e-05
 517600      2.66e-03      1.92e-04    5.2e-05
 517700      6.09e-03      4.39e-04    5.2e-05
 517800      4.89e-03      3.53e-04    5.2e-05
 517900      4.30e-03      3.10e-04    5.2e-05
